Group,Concentration
Control,112.377
Control,84.815
Control,78.585
Control,89.584
Control,365.497
Control,128.929
Control,234.658
Control,240.888
DSS,563.503
DSS,743.089
DSS,461.082
DSS,647.483
DSS,373.856
DSS,508.963
DSS,731.244
P.goldsteinii,527.07
P.goldsteinii,253.652
P.goldsteinii,277.916
P.goldsteinii,51.158
P.goldsteinii,232.463
P.goldsteinii,226.518
P.goldsteinii,84.408
P.goldsteinii,652.555
P.goldsteinii,118.91
