Group,Concentration
Control,16.229 
Control,7.352 
Control,5.693 
Control,9.449 
Control,13.112 
Control,7.985 
Control,21.097 
Control,21.471 
DSS,9.210 
DSS,14.529 
DSS,6.618 
DSS,18.439 
DSS,8.024 
DSS,11.569 
DSS,11.162 
P.goldsteinii,16.491 
P.goldsteinii,9.858 
P.goldsteinii,4.207 
P.goldsteinii,1.550 
P.goldsteinii,30.281 
P.goldsteinii,10.387 
P.goldsteinii,2.907 
P.goldsteinii,20.378 
P.goldsteinii,30.922 
