Group,Concentration
Control,0.30971 
Control,0.41087 
Control,0.51597 
Control,0.50695 
Control,0.54267 
Control,0.60181 
Control,0.53693 
Control,0.55729 
DSS,0.01932 
DSS,0.02856 
DSS,0.00578 
DSS,0.02266 
DSS,0.01231 
DSS,0.02069 
DSS,0.00590 
P.goldsteinii,0.02344 
P.goldsteinii,0.03269 
P.goldsteinii,0.03696 
P.goldsteinii,0.07473 
P.goldsteinii,0.07323 
P.goldsteinii,0.15751 
P.goldsteinii,0.45379 
P.goldsteinii,0.02231 
P.goldsteinii,0.33078 
