Group,Concentration
Control,633.142 
Control,540.352 
Control,781.259 
Control,505.407 
Control,532.395 
Control,904.771 
Control,563.584 
Control,543.057 
DSS,784.455 
DSS,1139.917 
DSS,1088.441 
DSS,830.698 
DSS,369.667 
DSS,797.725 
DSS,588.983 
DSS,1079.249 
DSS,308.968 
P.goldsteinii,404.660 
P.goldsteinii,622.313 
P.goldsteinii,395.440 
P.goldsteinii,1028.211 
P.goldsteinii,674.003 
P.goldsteinii,802.483 
P.goldsteinii,625.024 
P.goldsteinii,837.504 
P.goldsteinii,572.588 
