name	FD_C1	FD_C2	FD_C3	FD_C4	FD_C5	FD_C7	FD_C8	FD_PG2	FD_PG3	FD_PG5	FD_PG6	FD_PG7	FD_PG8
M930T52_pos	0.009578985	0.0309676	0.02680638	0.010470455	0.027602098	0.012063587	0.030253759	0.088582166	0.121400071	0.165838034	0.015447744	0.088487925	0.025075337
M341T269_pos	0.260412846	0.267524229	0.14062257	0.135884719	0.103944466	0.14476986	0.136729503	0.07505788	0.072622722	0.048760407	0.050417399	0.026230383	0.087278543
M221T526_pos	0.300463905	0.352479662	0.397356428	0.386338407	0.527133425	0.493584565	0.86004109	0.068655122	0.077838172	0.052488591	0.305504447	0.058854564	0.313020362
M952T246_pos	0.003878794	0.01682878	0.012254834	0.012125736	0.012799316	0.011724415	0.024056143	0.05039283	0.10419889	0.093027331	0.1296335	0.049487071	0.004681438
M543T48_pos	0.465211764	0.565508508	0.570367889	0.684302583	0.555253029	0.537049089	0.542151969	0.159177167	0.211391739	0.170238577	0.276099128	0.180038818	0.368067268
M309T486_pos	0.56971034	1.117085034	1.263239402	1.101275403	1.139645454	1.794109191	1.132420742	0.167985978	0.089123997	0.059576756	0.583600036	0.05448266	0.920916485
M418T408_pos	0.404599885	0.283385561	0.302471736	0.326061334	0.276021086	0.146608148	0.14490788	0.170572748	0.113140187	0.099753187	0.124035894	0.10711496	0.140384016
M594T404_pos	0.038293787	0.036177113	0.030681126	0.038982908	0.038147838	0.024504293	0.058040405	0.028564666	0.035949896	0.325109986	0.042421274	0.259719335	0.054319248
M633T538_pos	0	0	0.004462847	0.021566389	0.0010062	0	0.000962591	0.008757033	0.055849654	0.070458282	0.09474125	0.265883168	0.092670421
M247T526_pos	0.178072463	0.255007773	0.287611717	0.269828433	0.395423492	0.345728643	0.358535171	0.039389241	0.048776987	0.019605163	0.240676616	0.036698515	0.23585278
M403T713_pos	0.490114826	0.838233742	0.947152733	1.23843262	1.897365354	1.070668926	0.910856813	0.370605526	0.418522823	0.22199195	0.366304289	0.261959733	0.927202917
M802T251_pos	0.064312717	0.06261055	0.119772052	0.125470841	0.076092288	0.079368847	0.137889106	0.148827951	0.163190728	0.11305034	0.094555251	0.326207655	0.0770497
M435T229_pos	0.166732433	0.222139029	0.266852898	0.242529552	0.169689051	0.19800569	0.149321798	0.246326957	0.189982614	0.386331456	0.340734578	0.205685852	0.254473933
M533T53_pos	0.218347354	0.195925849	0.211654265	0.180169703	0.169474627	0.176641512	0.17783195	0.279242709	0.304158312	0.19134261	0.256693359	0.207199564	0.298057187
M212T53_pos	2.183486144	0.809840898	0.962754342	0.481453809	0.579885934	1.177755583	0.921990736	0.22037062	0.202829377	0.21480819	0.175339125	0.269664869	0.372994776
M541T366_pos	0.454760825	0.445958052	0.382493922	0.226466994	0.309795557	0.312206605	0.508922919	0.103970953	0.122042881	0.131211056	0.132786451	0.071569627	0.140392443
M536T323_pos	0.109157076	0.078394865	0.157420848	0.101082584	0.490583241	0.048354166	0.07685429	0.317036981	0.481425369	0.580070105	0.374525927	0.515104191	0.384073001
M422T256_pos	0.97127233	0.777429986	0.564616158	0.14127143	0.280924298	0.38908938	0.029425309	1.508283772	1.89833303	1.010424622	0.28299156	1.116571391	0.163845768
M235T526_pos	0.125384047	0.159474303	0.165326475	0.159518544	0.234531055	0.221417468	0.222576399	0.031771452	0.034234686	0.022934714	0.152924504	0.031059806	0.143189715
M286T238_pos	0.240612265	0.232752541	0.227968334	0.188339171	0.238597539	0.222851703	0.375329845	0.617011019	0.465499761	0.682279033	0.725952151	0.404640148	0.785321399
M225T42_pos	0.275581472	0.19975688	0.233822531	0.891507308	0.185067395	0.893435297	0.032386209	0.020512782	0.374763997	0.034935144	0.012226075	0.047198049	0.055805067
M254T74_pos	0.099151709	0.115420652	0.14705162	0.099699505	0.13222054	0.107156447	0.121193777	0.060302728	0.058959508	0.054621403	0.057793944	0.045903993	0.062879109
M215T95_pos	4.84373958	4.284517117	3.842500285	3.161129563	3.85399951	4.12533241	4.321262947	2.241895053	1.798984139	1.335220905	1.357668429	1.30286279	2.001569301
M462T245_pos	0.330523355	0.326129251	0.269813515	0.291193623	0.355209068	0.32991155	0.325901186	0.087862292	0.14178482	0.153150842	0.14081383	0.128726762	0.20575842
M303T451_pos	1.096561865	0.920179923	1.041890437	1.047601765	1.075449919	1.235922654	1.199713526	0.183957034	0.246229546	0.342897855	0.608777337	0.240073701	0.713066306
M277T54_pos	0.662209646	0.557851418	0.615753648	0.373656346	0.779167362	0.678819666	0.623372274	6.125821405	2.487561265	2.255144143	1.866614996	1.592760284	2.498510015
M538T429_pos	0.09238852	0.291041032	0.23543958	0.181056803	0.076235548	0.098808872	0.080387592	0.229186766	0.33330931	1.235327953	0.372895552	0.502473186	0.367875371
M652T50_pos	0.825398836	1.10589965	1.393762221	1.237932622	0.991244058	0.982986329	0.975042691	1.082126473	1.086871592	2.169758649	0.814951796	2.231466198	1.396165492
M537T256_pos	0.433155064	0.34351643	0.345314922	0.649317578	0.250138456	0.315801444	0.404199682	0.394811882	0.705938319	0.628746776	0.398991167	0.520942734	0.395498179
M346T77_pos	1.422742205	0.986118849	0.83261303	1.124306074	0.139139425	0.147639583	0.146117026	0.703559551	1.301154354	1.338777498	1.642799355	0.6361879	2.386759771
M611T284_pos	0.846773676	0.709982404	0.670142781	0.514232918	0.74860192	0.78561557	0.729044894	0.374014006	0.289905332	0.428730864	0.154090608	0.495869073	0.17188208
M958T402_pos	0.031209215	0.013427709	0	0.04749113	0.034494693	0.004718672	0.001991703	0.022400496	0.102272983	0.132087118	0.054059642	0.195179283	0.036940458
M584T359_pos	0.817615734	0.548955836	0.746937576	1.173086967	1.035255232	1.087442568	1.107582092	0.126475188	0.280394509	0.09380485	0.299704724	0.267211023	0.431535853
M275T526_pos	0.210190838	0.271104674	0.320575032	0.298192708	0.414586007	0.368306845	0.398011802	0.052965581	0.062253169	0.034656233	0.261167709	0.048807372	0.256928012
M425T712_pos	4.328850753	4.213951001	4.56312864	4.342405422	5.152344323	5.294649403	4.144294342	1.962089238	2.050072001	1.640617927	2.507879119	2.019770346	4.25003845
M659T485_pos	0.029030392	0.080263622	0.068464762	0.051011865	0.07751303	0.112805701	0.072190044	0.05340826	0.108891868	0.707522064	0.085647703	0.600916251	0.114138955
M446T771_pos	3.486367406	2.987233278	2.758645595	3.367781726	2.878207249	4.008806951	2.798161252	0.968608581	0.90916634	1.008271767	1.957689594	1.473747209	2.533981058
M161T526_pos	0.134479355	0.198004511	0.210976546	0.211221334	0.3018006	0.257413076	0.287229812	0.026751291	0.040035356	0.013757556	0.191288019	0.019329916	0.18684053
M420T319_pos	0.343054632	0.202028264	0.181819579	0.208263682	0.374891194	0.361025763	0.380468509	0.125052988	0.163214453	0.085208789	0.126443712	0.075406013	0.243203871
M921T526_pos	0.065376667	0.113398294	0.078443953	0.091983707	0.093095608	0.081027939	0.078547609	0.010761859	0.01930614	0.00351577	0.085259124	0.008911561	0.080598203
M319T408_pos	0.893999215	0.599362334	0.727632589	0.603765109	1.019253289	1.054983328	0.97974725	0.307047931	0.319309057	0.403024854	0.385566877	0.299945478	0.440506068
M502T269_pos	0.004494047	0.002586471	0.005061735	0.002526613	0.006273932	0.005903069	0.004982478	0.014054487	0.031155607	0.043664923	0.007392937	0.080692066	0.007159908
M535T493_pos	0.330064787	0.157977854	0.129485382	0.176642939	0.174337051	0.158140687	0.17790404	0.203959664	0.105147037	0.155156286	0.10052268	0.101008257	0.122738202
M365T54_pos	0.47094685	0.429018046	0.442373069	0.598774401	0.380011394	0.349531226	0.359672586	0.196764283	0.128513823	0.181173417	0.112678942	0.184036383	0.156497779
M890T655_pos	0.018227538	0.04392044	0.053602964	0.059695002	0.05873892	0.084290202	0.068762408	0.01188049	0.022844215	0.012430943	0.028848627	0.018865618	0.028615124
M310T51_pos	0.657900678	0.442839273	0.422193912	0.448260451	0.300441098	0.378398573	0.309308488	0.305972805	0.482024028	0.522594082	0.24100156	0.662643346	0.382037367
M808T54_pos	0.008891425	0.03056829	0.079669835	0.076954488	0.02047616	0.017188978	0.018412442	0.065361268	0.098293903	0.037733987	0.099494944	0.040612473	0.13344007
M361T690_pos	0.104992605	0.109629431	0.138754918	0.280749544	0.066835294	0.100825854	0.08950698	0.116377475	0.21884302	0.231531385	0.156920677	0.39764448	0.154877042
M429T262_pos	0.106436512	0.114676084	0.075008099	0.105623035	0.073048319	0.09360487	0.116442271	0.115273014	0.159677589	0.101185764	0.10468821	0.142611632	0.09491482
M127T75_pos	0.25971735	0.257565571	0.289705626	0.227852652	0.283157504	0.314426556	0.262102256	0.317199354	0.311241211	0.384150168	0.245694666	0.392941036	0.282792241
M732T317_pos	0.023372231	0.026374275	0.088796659	0.035590973	0.067907944	0.030402687	0.026515236	0.325817744	0.414983672	0.100672027	0.048147276	0.329812789	0.07153076
M313T438_pos	0.051752059	0.032416168	0.037275945	0.035312789	0.217933762	0.11276117	0.172356546	0.216103337	0.198323518	0.511602186	0.080109	0.360962845	0.056258317
M843T273_pos	0.210595994	0.145513914	0.204757803	0.260240335	0.128321903	0.056478516	0.08263391	0.17328396	0.254740214	0.249051864	0.212671455	0.204043552	0.14952602
M277T369_pos	0.182088162	0.147454042	0.127945587	0.079497237	0.145062564	0.199815545	0.170648697	0.063647131	0.067115918	0.049518685	0.102131527	0.048256577	0.126171316
M327T142_pos	1.196546538	0.838129863	0.930014433	0.713732054	1.265319774	1.063614471	1.098856205	0.352506391	0.462268514	0.420605821	0.490065653	0.534763294	0.524251797
M337T119_pos	0.084147015	0.078032281	0.056833575	0.096616472	0.028593588	0.024540919	0.028945564	0.042264475	0.097062122	0.112241171	0.13265109	0.043035283	0.15767302
M433T52_pos	0.291800691	0.212680166	0.169314216	0.121945027	0.208219025	0.236010281	0.206710054	0.038720523	0.04919991	0.125820914	0.102692454	0.111032855	0.17342477
M267T53_pos	0.851736187	0.665586375	0.65792132	0.447546545	0.645034082	0.694507076	0.609841102	0.210222513	0.224434672	0.205537187	0.20249994	0.274069189	0.358303738
M589T379_pos	22.73151306	21.21200888	25.19102393	23.17188504	15.4257238	14.99630134	16.70538135	4.087557246	5.432972863	3.56056482	13.75264138	3.149864293	15.43575031
M344T53_pos	0.642854812	0.446355299	0.440992404	0.347201348	0.36886061	0.514495082	0.406424734	0.205687545	0.175268307	0.152276121	0.160558237	0.167586349	0.286635552
M325T52_pos	0.361224747	0.234718442	0.25276617	0.18043916	0.400870766	0.35846223	0.365480708	0.094045108	0.114021863	0.109014361	0.096626808	0.103359839	0.160220024
M264T405_pos	0.553454634	0.261250394	0.267925102	0.251274335	0.238720445	0.235105447	0.243521639	0.276583025	0.265076646	0.259702717	0.227314967	0.261736904	0.282231542
M868T287_pos	0.056899691	0.083467664	0.083542013	0.198785508	0.041888389	0.054816592	0.049959293	0.085618268	0.189918766	0.190628417	0.164919284	0.154701818	0.115352778
M574T54_pos	0.214402201	0.110862964	0.120008754	0.159003949	0.152746549	0.123866883	0.131916117	0.059098667	0.072023141	0.088592302	0.072871531	0.055453697	0.071343675
M562T324_pos	0.064224816	0.059758665	0.050700135	0.097385978	0.022666061	0.025314193	0.046471012	0.066678853	0.110100573	0.064350877	0.070142028	0.067157037	0.060435621
M657T536_pos	0.022915101	0.007520055	0.008019547	0.009348731	0.003696576	0.004434447	0.003048358	0.00558501	0.034547148	0.058612934	0.047799356	0.189078616	0.034411579
M114T49_pos	5.271562903	5.569046221	4.514279406	1.984504554	1.903832403	4.424280717	3.134994313	0.941511726	1.156548962	1.261490755	0.91767121	0.893708601	1.785221457
M453T255_pos	2.210870314	1.772463787	1.297766792	0.239126347	0.554471601	0.837766935	0.041327266	3.420902571	4.312121534	2.277680818	0.610795364	2.568145956	0.13770674
M125T268_pos	0.151161638	0.13429105	0.123053627	0.063000081	0.093267755	0.137577506	0.131049644	0.038727428	0.04699492	0.031063153	0.037622801	0.021137091	0.086731963
M651T283_pos	0.277737502	0.280058837	0.345466777	0.209857536	0.079286729	0.039136265	0.034954334	0.245314937	0.262521843	0.30493136	0.146555363	0.343693518	0.219988833
M275T107_pos	0.268000824	0.20527158	0.207002788	0.304846498	0.404585953	0.51225512	0.321205989	0.601812615	0.478132959	0.975533357	1.159607557	0.285442156	1.169115411
M412T502_pos	0.195411092	0.114795855	0.155650644	0.358861741	0.190041349	0.137641927	0.162912873	0.124159282	0.235693354	0.219330223	0.239622605	0.275190304	0.267192187
M627T274_pos	0.562795793	0.598816686	0.554438173	0.494612369	0.383644403	0.487435881	0.440933814	0.461156153	0.611770127	0.591973645	0.439446598	1.305110676	0.434224938
M490T51_pos	0.267309092	0.344821168	0.409427184	0.29055588	0.421801712	0.495297568	0.358160817	0.14987702	0.11873618	0.192341452	0.175835799	0.237493956	0.263892987
M144T112_pos	3.643583065	2.312562812	1.885260546	0.813091696	0.510507267	1.39696261	0.843772659	0.565910649	0.329716078	0.366110999	0.295922887	0.304275606	0.456475373
M154T235_pos	0.369168947	0.354285298	0.351803642	0.342855052	0.342494177	0.361892475	0.37057266	0.354456944	0.371458546	0.38194028	0.351864801	0.373365489	0.378413029
M616T370_pos	0.152651779	0.139440712	0.351137837	0.194579895	0.394243812	0.281752225	0.330479237	0.057730075	0.07538462	0.153773682	0.111972514	0.16833587	0.109480882
M289T463_pos	0.224660922	0.378498899	0.230346648	0.227485081	0.222209771	0.267755869	0.734261117	0.061075799	0.067277014	0.044651165	0.043828508	0.034363602	0.116529884
M475T575_pos	0.661757056	0.696398482	0.799233208	0.891879648	1.026693175	0.885155923	0.9845906	0.260445791	0.40159497	0.232650312	0.445710338	0.273991925	0.473446566
M725T299_pos	0.016831642	0.043399745	0.036242536	0.113780873	0.034506596	0.028149762	0.022820469	0.062652193	0.056051899	0.077843855	0.055315395	0.143193762	0.058140938
M288T54_pos	1.722048643	1.443592967	1.58124541	1.321595276	1.348902811	1.354643436	1.281120411	1.091658664	0.966398842	0.45859007	0.849694212	0.418131019	1.03990558
M337T486_pos	0.316396488	0.548935915	0.582874588	0.556158801	0.571050948	0.86063636	0.565463563	0.052776344	0.072829436	0.053680372	0.307223532	0.05729058	0.48548236
M561T268_pos	0.270734622	0.25976846	0.258791351	0.309793401	0.307316155	0.312932299	0.267481636	0.232756549	0.323690275	1.202156285	0.331589732	1.252761461	0.283086255
M337T265_pos	0.731419611	0.58320998	0.408536317	0.138823067	0.137197393	0.602422208	0.176196185	0.110501431	0.14153853	0.083333969	0.110887055	0.091871536	0.16434285
M275T256_pos	0.447073202	0.355838729	0.255338531	0.075282412	0.137657215	0.188644081	0.079363612	0.628671023	0.791424966	0.424231234	0.123467625	0.483061973	0.062348626
M416T410_pos	0.314861871	0.149259836	0.170884188	0.091575037	0.385130628	0.039317615	0.193407111	0.334746576	0.300099796	0.645387455	0.170971163	0.487188755	0.26938334
M553T691_pos	0.28797178	0.317710937	0.360543825	0.425727213	0.633521211	0.429744809	0.318419881	0.342198299	0.765964476	0.390902862	0.570681543	0.480780595	0.44646929
M324T674_pos	0.157303204	0.25063926	0.23226833	0.209264382	0.126429062	0.215954349	0.150454641	0.023812282	0.025621446	0.025534752	0.128731897	0.027562959	0.136264988
M588T645_pos	22.17033587	24.80876035	25.0885221	58.52650627	21.12536071	27.99616598	20.74542749	3.075376001	4.325827117	8.34001508	8.901942313	5.31175877	12.23052058
M296T565_pos	0.443204037	0.203133712	0.206776451	0.177637324	0.193660515	0.171082995	0.170408788	0.130893391	0.167299838	0.1656597	0.104535342	0.13617001	0.149834502
M723T406_pos	0.054767155	0.032418126	0.028110663	0.033718483	0.008486229	0.015831069	0.026947308	0.03492755	0.074674427	0.031085641	0.041648043	0.034656675	0.040109936
M676T343_pos	0.032232896	0.048565048	0.067497291	0.037324376	0.086364477	0.129119569	0.135606159	0.017710446	0.021227406	0.031674187	0.037944676	0.03202174	0.051993221
M497T256_pos	10.65714771	8.756774313	6.173938176	1.152094516	2.460041279	3.862337883	0.254629012	17.58230705	22.35796321	11.45717215	2.693385377	13.02920545	0.645597631
M616T452_pos	0.274520961	0.21300208	0.26830474	0.366595559	0.341315029	0.362930775	0.266379608	0.025511234	0.070933404	0.062025735	0.147678257	0.110198342	0.197439767
M839T526_pos	0.169443686	0.299125725	0.349145818	0.342342386	0.504038528	0.449518124	0.485618142	0.032751881	0.042980998	0.002791746	0.333706638	0.015351689	0.302021048
M520T537_pos	0.270123166	0.611406447	0.718432937	1.216957192	0.243847858	0.287783193	0.413167577	0.769984566	1.483354739	1.244393305	0.153891099	4.28274418	0.209173797
M797T404_pos	0.305575805	0.451389919	0.527560877	0.263088156	0.384973513	0.640835081	0.523812182	0.092349896	0.103499164	0.192453977	0.206652788	0.174216753	0.27976301
M389T375_pos	1.287750998	1.473599422	1.70200401	4.959818565	2.631576635	2.4591287	2.554605286	2.292448526	4.12332755	3.333025324	2.91169015	4.691142514	2.952655442
M287T46_pos	1.421119879	1.152019796	1.509850093	0.791429648	3.899902062	2.587315599	3.861389099	0.243901581	0.335176476	0.36942103	0.204111347	0.545933879	0.503201297
M318T72_pos	0.238274023	0.118313483	0.11583179	0.164400027	0.106328942	0.12991599	0.097632417	0.154428246	0.18558639	0.184201853	0.273858915	0.250979007	0.351125147
M546T563_pos	0.076135277	0.081943327	0.156492103	0.314148095	0.054379658	0.069484664	0.103724469	0.153997142	0.252692956	0.208701688	0.178540827	0.770723165	0.190326925
M464T646_pos	0.343570179	0.37293567	0.381211354	0.80195559	0.305151171	0.403637124	0.299651085	0.051347686	0.066502651	0.139663868	0.14379902	0.089737826	0.190958953
M449T324_pos	0.408132457	0.425893291	0.44291278	0.538968257	0.376777416	0.835903338	0.570353644	0.241206998	0.213199494	0.183130995	0.261960103	0.303326118	0.34077218
M728T764_pos	0.252782428	0.0349786	0.038285508	0.057940947	0.056098815	0.111383253	0.197983293	0.060210023	0.172402154	0.171154466	0.1573995	0.236034154	0.192147123
M189T41_pos	1.180864502	0.493570299	0.510637708	0.538719226	0.438215919	0.53696396	0.513503085	0.404038665	0.42684887	0.436659831	0.41787321	0.408436311	0.492684839
M867T655_pos	0.016230621	0.064443471	0.074872594	0.078225222	0.078199122	0.102218355	0.092250463	0.012386803	0.032115301	0.023101316	0.03909488	0.030296224	0.038034719
M342T674_pos	0.536409747	1.322816719	1.321708967	1.125453376	0.609317467	1.190654561	0.767229703	0.033445708	0.071572636	0.039849766	0.65659529	0.071338537	0.769499695
M59T236_pos	0.338468692	0.13380976	0.133514161	0.148318734	0.126505197	0.136920094	0.130138729	0.162712115	0.134775056	0.112919446	0.091236366	0.062478265	0.10951547
M375T75_pos	0.549492141	0.410516606	0.408726121	0.369795861	0.39188775	0.356753019	0.334527461	0.455611767	0.398082337	0.468827362	0.359674466	0.485360385	0.370487505
M143T55_pos	0.191998346	0.177111945	0.411820328	0.320617156	0.464374473	0.467860708	0.370433389	0.071778932	0.079566309	0.06558662	0.070475755	0.051679378	0.277205279
M334T330_pos	0.449813483	0.320190546	0.339143475	0.406221598	0.196610226	0.364223521	0.349719565	0.182008881	0.194927426	0.096595951	0.198058321	0.097041914	0.290119464
M170T377_pos	0.082127339	0.095168974	0.041854323	0.110235045	0.045836378	0.0300336	0.031250115	0.092322885	0.142567513	0.121734524	0.081474688	0.150295555	0.032316468
M381T52_pos	0.364669844	0.383737658	0.473796338	0.412611871	0.351680091	0.387748377	0.349694719	0.152311311	0.172862287	0.185587514	0.159790017	0.146857155	0.172217852
M929T268_pos	0.094215439	0.032862288	0.037555514	0.103726806	0.030777983	0.030400651	0.092996427	0.148668801	0.199067181	0.445859665	0.289292906	0.774947495	0.165111395
M376T359_pos	0.438435864	0.322727948	0.336499425	0.498616301	0.563095904	0.666654527	0.709050652	0.189597767	0.197730388	0.227634025	0.2204295	0.162534655	0.342476957
M579T42_pos	0.382867272	0.177255338	0.188524045	0.202820337	0.24642747	0.21201178	0.227256058	0.222341154	0.158125727	0.107075672	0.117253986	0.049333526	0.130957323
M206T52_pos	0.322039563	0.278173035	0.260544067	0.134906346	0.242492625	0.260884858	0.231499169	0.075326336	0.109957404	0.089888716	0.068087894	0.107398286	0.119151894
M463T314_pos	1.067458973	0.964272978	0.660351541	0.341743868	0.020891567	1.335244507	0.883031557	0.271205628	0.30394062	0.062769396	0.029898153	0.052526615	0.142472057
M873T227_pos	0.029682514	0.059964304	0.072755402	0.129811166	0.052163439	0.062846209	0.089427089	0.046670656	0.060587638	0.058811883	0.079469173	0.156005204	0.111658507
M275T85_pos	0.284765555	0.252950329	0.253007213	0.153369637	0.080338757	0.086623774	0.110827904	0.464432897	0.423757455	0.445563809	0.268294786	0.103509685	0.282037148
M497T244_pos	0.273365864	0.279088948	0.232022664	0.226877061	0.210064471	0.22984091	0.22402966	0.275934161	0.296743876	0.227819497	0.246845799	0.301508614	0.219299861
M257T333_pos	0.564071795	0.555485506	0.402416096	0.147847176	0.12803012	0.343742483	0.325677012	0.089294449	0.090150271	0.038620479	0.117749419	0.025935961	0.171945424
M354T273_pos	1.962371962	1.791256018	1.798880996	1.33519411	1.709215129	1.764685126	1.612391982	0.967991023	0.987111882	1.203730257	0.9527387	1.379532943	1.008866073
M594T624_pos	0.061044438	0.026447051	0.038194183	0.03698841	0.027521871	0.020219888	0.028225949	0.083552545	0.066890878	0.108352862	0.023125973	0.095246976	0.025903736
M523T391_pos	1.074507425	0.902379386	0.522993251	0.552852767	0.064502156	0.354908498	0.090376787	0.012060138	0.018121548	0.005786848	0.020012758	0.193085496	0.071686204
M447T285_pos	0.118402031	0.143612701	0.123354406	0.120868319	0.121703826	0.170047893	0.135389513	0.256370599	0.198927404	0.204631045	0.131937643	0.33633744	0.154190177
M508T607_pos	0.227269727	0.135607037	0.089040956	0.258832996	0.020975935	0.0526269	0.022048414	0.501038406	0.538537454	1.621817835	0.463462285	8.939760696	0.652231862
M517T510_pos	1.454126765	1.587342924	1.799394203	1.801750031	3.637354201	1.98666455	2.047280804	0.566577946	0.720431186	0.467889153	0.439995452	0.566469478	1.163260807
M390T277_pos	0.490224003	0.461801321	0.528536761	0.310778745	0.398050506	0.547560639	0.502641136	0.222785045	0.220781725	0.215415487	0.194741245	0.292836878	0.232221269
M310T747_pos	1.792947807	0.815514851	0.878715782	0.811101418	0.934044674	0.769046138	0.880714956	0.808779897	0.820996999	0.769416778	0.61699043	0.814971778	0.888700641
M772T237_pos	0.149353499	0.237091397	0.226356764	0.168617291	0.17270548	0.191998765	0.067903373	0.054612024	0.064378672	0.044217873	0.064253838	0.212097637	0.098861549
M171T50_pos	2.111130994	1.615164022	2.075985356	0.722596002	1.6682065	2.57247161	2.404785388	0.603218254	0.874297395	0.77856359	0.645791829	0.762555568	1.213767575
M327T458_pos	0.094959279	0.198323044	0.195570311	0.175602161	0.252959149	0.374532806	0.262909092	0.004656827	0.008559278	0.006208937	0.075716096	0.009302874	0.088027543
M629T349_pos	0.362807684	0.333395101	0.393945231	0.360311184	0.301830186	0.401328295	0.429163757	0.060267794	0.09369214	0.108797933	0.248871925	0.062891654	0.27382219
M336T51_pos	0.333125132	0.250613558	0.277933704	0.042493393	0.119706211	0.094808591	0.053461436	0.238697537	0.234613285	0.198640622	0.23105145	0.204252735	0.347858586
M440T475_pos	0.204511898	0.190588032	0.160273167	0.034054609	0.817795227	0.307199042	0.383079502	0.293531897	0.55344411	0.66460408	0.289077309	0.519483705	0.580661322
M586T238_pos	0.072138951	0.116153011	0.137131576	0.091708464	0.099205858	0.099021846	0.114347977	0.10154715	0.209072781	0.234289557	0.118584484	0.094716749	0.137942992
M296T310_pos	0.091816751	0.073154131	0.087902953	0.099769406	0.07338433	0.121153601	0.09361871	0.007262942	0.011732787	0.025428093	0.05814192	0.010612237	0.066526246
M753T277_pos	0.03697617	0.068081983	0.081898717	0.123005774	0.041542237	0.090424714	0.063562359	0.073182451	0.148935991	0.061268042	0.104711796	0.058343443	0.107106187
M587T645_pos	1.009169468	1.470046567	1.626792436	3.185873829	1.228151963	1.834004933	1.276629287	0.251628442	0.195042205	0.537609334	0.557440191	0.427724221	0.759301176
M494T263_pos	0.174319333	0.228821909	0.249607792	0.183350241	0.221821479	0.236162935	0.235077401	0.260799452	0.282498172	0.367396135	0.542229642	0.40188626	0.778401644
M315T369_pos	0.235367533	0.044994678	0.09506058	0.107642064	0.244652053	0.044300934	0.158625231	0.033953851	0.054090648	0.027468062	0.025762753	0.030509375	0.026375812
M838T284_pos	0.102568056	0.115009719	0.105528664	0.151478041	0.030882575	0.072869314	0.099981359	0.097555388	0.17097153	0.218892389	0.148143733	0.043154337	0.14582864
M508T278_pos	0.288576933	0.39155871	0.40803713	0.241950778	0.114899165	0.322162736	0.098364975	0.056750621	0.136594207	0.074915269	0.047405532	0.080180189	0.166998915
M841T324_pos	1.147754923	0.83370791	0.818261794	1.561914961	0.434322236	0.473865305	0.702361147	1.144367149	1.913099609	1.172543213	1.126012827	1.323414133	0.982753193
M306T245_pos	0.126388398	0.075809558	0.043379633	0.040323983	0.043472048	0.051534693	0.053595465	0.089942869	0.094254275	0.144442536	0.164411564	0.082243675	0.172068173
M305T690_pos	0.452718385	0.483930134	0.482054948	0.933598126	0.315705399	0.38518877	0.350092962	0.424083385	0.627976775	0.718154629	0.498168898	1.153851004	0.508274435
M555T635_pos	0.046328314	0.186288537	0.209857006	0.162945148	0.082808475	0.06941892	0.116823548	0.264302676	0.283067296	0.269237622	0.054459069	0.03803642	0.044936113
M510T599_pos	0.085902892	0.101391884	0.187352946	0.383064956	0.106196334	0.120214955	0.121945791	0.072246993	0.117912018	0.584870041	0.284965132	1.049202608	0.180741952
M163T526_pos	0.079887718	0.105549654	0.129678429	0.117506298	0.171122595	0.164552538	0.152186441	0.020938706	0.024084359	0.01818679	0.113040859	0.020158176	0.103245717
M890T748_pos	0.210398863	0.099127555	0.100739187	0.092687785	0.09291044	0.086231406	0.090924386	0.092283957	0.091498368	0.077982957	0.078752911	0.088019881	0.089914775
M484T353_pos	1.253113233	0.982097114	1.039295199	1.241156746	1.053876963	1.440628591	1.506470601	0.240888607	0.393157292	0.367312139	0.663129472	0.141046782	0.723277442
M724T693_pos	0.032077463	0.031626655	0.045549475	0.004546231	0.003231911	0.022318375	0.035514321	0.061161875	0.066906731	0.058583328	0.05884991	0.028548813	0.06010508
M260T383_pos	0.030556642	0.016356392	0.019558493	0.013341292	0.012807644	0.017012735	0.018692462	0.029318386	0.024628747	0.021283185	0.026393169	0.021699017	0.023461189
M734T54_pos	0.03572284	0.041081865	0.038525824	0.027574818	0.037411502	0.043289806	0.104027917	0.040378046	0.051598844	0.097453587	0.046382937	0.100792579	0.044541238
M122T148_pos	0.367321928	0.312007275	0.377468659	0.498084644	0.31317092	0.024893748	0.379264017	0.001925428	0.002832944	0.001764887	0	0.000857922	0.329720893
M491T263_pos	1.606829479	1.478955052	1.58582983	0.954262017	1.327633935	2.010350376	1.593278572	0.506436258	0.454218401	0.689083306	0.959885058	0.577943871	1.126384517
M587T619_pos	0.461127808	0.756936662	0.917797531	1.277768223	0.760872228	0.973385613	0.861463166	0.045752127	0.134971131	0.22513082	0.444097943	0.107931939	0.59366285
M254T98_pos	23.22110152	16.49769571	17.32584112	15.87317836	19.69574515	20.84046566	18.53755447	8.760443795	9.352213522	13.45264698	8.556404846	13.62879966	11.41655554
M408T326_pos	0.420291825	0.731723661	0.695647102	0.322689965	0.497268416	0.475012807	0.563921835	0.201790588	0.247635572	0.185570524	0.252573934	0.145455291	0.330458001
M559T232_pos	0.34866256	0.372712626	0.426287424	0.284170954	0.26200038	0.351239696	0.325388659	0.332658152	0.336351204	0.392708981	0.41000343	0.480642684	0.383982285
M607T350_pos	1.509739934	1.298529689	1.632249009	1.415704185	2.138908535	1.821150469	1.661225619	0.176935797	0.295336345	0.573243506	0.944446653	0.30216271	1.016946392
