Group,Concentration
Control,8.82002
Control,8.954956
Control,8.832544
Control,16.369366
Control,11.319972
Control,12.549748
Control,10.126758
Control,11.116558
DSS,8.655996
DSS,11.61873
DSS,9.173116
DSS,10.696802
DSS,8.670742
DSS,8.620444
DSS,9.456118
DSS,9.117364
DSS,9.038786
P.goldsteinii,9.023838
P.goldsteinii,8.566914
P.goldsteinii,8.538028
P.goldsteinii,8.734978
P.goldsteinii,8.844058
P.goldsteinii,9.051108
P.goldsteinii,8.448542
P.goldsteinii,8.209778
P.goldsteinii,8.231796
