Group,Concentration
Control,0.0659964
Control,0.1218276
Control,0.0992268
Control,0.0903
Control,0.0505164
Control,0.1562964
Control,0.0943248
Control,0.0626424
DSS,0.182664
DSS,0.3318912
DSS,0.30831
DSS,0.3678048
DSS,0.0793092
DSS,0.2415396
DSS,0.2511888
DSS,0.502692
DSS,0.1100628
P.goldsteinii,0.0742524
P.goldsteinii,0.0992368
P.goldsteinii,0.3431916
P.goldsteinii,0.200982
P.goldsteinii,0.2188356
P.goldsteinii,0.1926228
P.goldsteinii,0.2478864
P.goldsteinii,0.3377736
P.goldsteinii,0.1510848
