name	FD_D1	FD_D2	FD_D3	FD_D4	FD_D5	FD_D6	FD_D7	FD_D8	FD_PG2	FD_PG3	FD_PG5	FD_PG6	FD_PG7	FD_PG8
M672T231_pos	0.172150846	0.097285197	0.201834977	0.134445717	0.118504477	0.210175256	0.284060655	0.13734105	0.070912728	0.203167393	0.132309048	0.088475584	0.238383555	0.097178416
M361T665_pos	0.053599974	1.480453893	0.181493099	0.098815413	0.077745445	0.097931676	0.838945003	0.144996628	0.045812665	0.251790626	0.076389964	0.04990422	0.040018182	0.105602201
M711T657_pos	0.182009044	0.436471143	0.215184503	0.192708787	0.186777048	0.174521369	0.225434553	0.200509135	0.133430068	0.166563403	0.165704461	0.144611827	0.183125254	0.185866337
M485T243_pos	0.14010545	0.032100528	0.103977167	0.123311043	0.217757648	0.140771616	0.178884971	0.154941083	0.040480581	0.023409291	0.042866173	0.030138462	0.042171819	0.025438071
M551T770_pos	0.32661636	0.927428327	0.403654054	0.318466867	0.287161519	0.297442345	0.32008223	0.25574637	0.266536596	0.266057104	0.273915187	0.227793479	0.281078341	0.277318756
M432T341_pos	0.918076389	0.825500569	0.535614001	0.628246741	0.752873344	0.584015733	0.548090341	0.550516693	0.57330726	0.806754205	0.943732059	0.905419651	0.641311454	0.964736881
M454T700_pos	0.141821352	0.124707195	0.050261368	0.16633457	0.276613621	0.099101983	0.316900775	0.079696467	0.076767111	0.133066988	0.219552009	0.267305593	0.315822462	0.262305987
M535T701_pos	0.453554808	0.371644186	0.196699651	0.213383389	0.244497391	0.329697143	0.378980392	0.139935747	0.240643127	0.335642823	0.117896916	0.270563526	0.145028851	0.283917223
M213T45_pos	1.442566072	1.485146467	6.411660941	1.178003678	0.383250142	4.682131393	0.801762701	3.602099778	0.752268353	0.870788228	0.631282301	0.951291002	0.439769504	1.199228851
M255T394_pos	0.108986415	0.134117319	0.05912246	0.095352024	0.113133762	0.069316135	0.095049949	0.093187258	0.067810937	0.067511101	0.175869282	0.116950838	0.10576424	0.083685584
M440T511_pos	7.027304863	3.634796462	0.376649952	6.593032964	6.69563734	1.470345391	5.386363481	1.583088542	3.60550035	2.278146934	4.744749184	2.786386411	0.766180993	2.460279692
M944T439_pos	0.057350624	0.112477434	0.083806329	0.024266893	0.040045396	0.031103454	0.037768497	0.041553484	0.046916625	0.023706966	0.046665455	0.006108507	0.043016183	0.001025814
M461T267_pos	0.567510942	0.197730974	0.301941863	0.285502918	0.483125926	0.117901336	0.341312518	0.193382638	0.563175801	0.483369672	0.629621302	0.575899912	0.410330314	0.626866413
M562T255_pos	0.193729862	0.138899813	0.203523601	0.438991488	0.527618652	0.174545794	0.687533606	0.174158932	0.252006501	0.134005785	0.190211429	0.35208852	0.213896654	0.712423735
M575T224_pos	0.038834965	0.039797838	0.028252736	0.030024234	0.025989243	0.033824027	0.024295607	0.023763623	0.023540191	0.023534054	0.030058415	0.031837551	0.040163355	0.030621904
M459T42_pos	2.04062303	1.670148991	0.885832223	1.028910006	1.319686024	0.951937527	1.181013121	1.111842406	2.712431009	1.93008821	0.833089766	1.207760836	0.411689227	1.654405197
M281T42_pos	0.127267454	0.215056183	0.106487465	0.137926298	0.122374764	0.086561518	0.088835411	0.095031221	0.1531875	0.155507562	0.087516902	0.132855388	0.06379968	0.181343136
M655T279_pos	0.179405375	0.08650808	0.120728073	0.248677086	0.156736766	0.15658192	0.119689081	0.091846453	0.182960985	0.233436338	0.210711657	0.25928371	0.214101766	0.291691992
M423T719_pos	0.202054095	0.222568908	0.170306855	0.187110859	0.240108869	0.172546717	0.200599118	0.160643816	0.098260589	0.101312941	0.143250148	0.197225658	0.149655993	0.143250283
M826T338_pos	0.137164639	0.144017994	0.086923332	0.101676924	0.055092772	0.082212795	0.0743944	0.089484255	0.123390683	0.206736357	0.082640943	0.068203774	0.06765468	0.096994876
M538T280_pos	0.504653578	0.444608421	0.499075089	0.431900643	0.348863184	0.403969243	0.287755635	0.360365755	0.390521759	0.292320001	0.53839796	0.100399319	0.564067157	0.138641193
M185T45_pos	0.313484333	0.385148579	0.231296572	0.344266051	0.243667261	0.140038154	0.388977227	0.160992595	0.185025403	0.249135854	0.140682103	0.472035325	0.09842907	0.345291749
M184T286_pos	0.083559988	0.141505391	0.0706142	0.089706354	0.090525199	0.085478777	0.071331121	0.08339541	0.111431918	0.098176638	0.102429475	0.107680977	0.096464833	0.137088846
M135T55_pos	0.04695605	0.08201769	0.066401127	0.041023607	0.045806187	0.045246194	0.054654633	0.048608638	0.052675147	0.053102009	0.049586031	0.030412586	0.041865198	0.051218814
M687T239_pos	0.360732453	0.029361877	0.022025105	0.154202626	0.134204666	0.12946481	0.22155322	0.043367697	0.070686131	0.097982066	0.175380667	0.135391204	0.038577961	0.055663823
M924T300_pos	0.026055367	0.030309821	0.012996718	0.002486926	0	0.009471268	0.000943672	0.002792371	0.069887107	0.064971848	0.014500484	0.121768445	0.024246157	0.075794284
M369T538_pos	0.333127501	0.297955233	0.153536224	0.074779659	0.220492604	0.142415332	0.107153688	0.049531841	0.287742093	0.181055289	0.257379139	0.206132796	0.782635352	0.268514941
M428T379_pos	1.656805819	1.071122752	1.224327741	2.178436979	1.432899296	0.86416874	1.187173629	0.932017355	1.161360394	1.969214776	1.157548559	1.194426134	0.920814418	2.189328993
M610T777_pos	0.268338484	0.506580494	0.199912513	0.181733424	0.110404569	0.150533664	0.388153386	0.142696572	0.197637683	0.176410277	0.141272744	0.09420186	0.138233979	0.108760002
M336T756_pos	0.994302223	2.083513588	1.147949261	1.042732382	0.792197082	0.829779898	0.74780305	0.744271344	0.852304833	0.882497513	0.772689	0.726908481	1.066499549	1.335831577
M394T683_pos	1.449937517	2.762970526	1.378955077	0.93232892	1.457670161	0.952595415	1.432829649	0.938146365	0.919022737	0.903548534	0.900290559	0.750484405	0.939148328	0.95767705
M260T41_pos	0.085853075	0.170592873	0.056364395	0.054183887	0.057087677	0.052924099	0.057304297	0.052404451	0.087194908	0.072630602	0.05613915	0.050102001	0.038273501	0.072820315
M332T207_pos	0.450128957	0.199258599	0.248664413	0.534129571	0.396469482	0.264179999	0.361086051	0.330818155	0.17073256	0.130635832	0.308181051	0.46728361	0.326197725	0.555171307
M581T761_pos	1.229677124	1.856243163	0.262435236	0.191984792	0.246140099	0.656073772	0.657627917	0.921580899	0.103699752	0.036480716	0.303913633	0.368781603	0.182662568	0.668395731
M736T261_pos	0.039286046	0.040628579	0.058034269	0.285877417	0.236130148	0.085817889	0.268258655	0.100143671	0.047242646	0.047397462	0.039137205	0.061225397	0.03024877	0.048686955
M327T474_pos	0.220564479	0.603549643	0.300414349	0.204213335	0.208022889	0.20753782	0.209128775	0.245550071	0.214643206	0.249480344	0.239123494	0.192288059	0.252729303	0.203571384
M348T144_pos	0.255373528	0.185023416	0.159595	0.16222879	0.147992106	0.178693182	0.175963882	0.147303692	0.162859116	0.081498129	0.152078916	0.323930978	0.090245831	0.322228707
M325T404_pos	0.157521891	0.216569971	0.086141277	0.107755129	0.1334581	0.093345148	0.10745804	0.103126547	0.103143945	0.239188612	0.161267312	0.103480419	0.135538004	0.123907426
M518T298_pos	0.320913289	0.408277978	0.291613519	0.285339207	0.300565955	0.345455519	0.2125924	0.273999753	0.304241288	0.273631602	0.330501216	0.346140367	0.361246528	0.23247082
M290T417_pos	0.730461658	0.68778828	0.455060487	0.847616947	0.569478419	0.80393751	0.646774761	0.383051596	0.457400276	0.520672363	0.428938802	0.467104998	0.401211148	0.454780439
M296T108_pos	0.164411404	0.128495866	0.148405999	0.089277009	0.057760403	0.054520182	0.104511135	0.074416382	0.111424214	0.07235178	0.053934916	0.172203985	0.047808067	0.158955303
M249T166_pos	0.461968137	0.238798173	0.260783697	0.510627224	0.430837791	0.217488365	0.510137587	0.203233255	0.377962548	0.310686036	0.305089813	0.496733123	0.255474105	0.526907013
M308T233_pos	0.452302316	0.404185888	0.393672325	0.504725748	0.433315057	0.519588162	0.412194623	0.510163232	0.271846146	0.27890128	0.340802855	0.299761636	0.349393188	0.157164796
M527T230_pos	0.163110135	0.198395561	0.164627072	0.229085698	0.236715231	0.087757631	0.167824443	0.087532172	0.08085144	0.142990784	0.062087934	0.166643029	0.15348687	0.236697659
M573T42_pos	0.918162947	0.587765612	0.382422384	0.603315065	0.625838941	0.402916934	0.549781069	0.498922093	0.964472143	0.833398305	0.409904774	0.596450236	0.278562958	0.785114116
M201T126_pos	0.527523358	0.692757085	0.302180009	0.388477605	0.129987957	0.192359411	0.123451088	0.094150836	0.639418599	0.519284819	0.345705752	1.487303186	0.208550069	0.642485193
M625T360_pos	0.18868464	0.083567087	0.105619741	0.131477043	0.324738512	0.150633995	0.211678568	0.150137195	0.051700771	0.157700397	0.103479735	0.221887386	0.104987113	0.229082334
M770T257_pos	0.170566852	0.104203608	0.111333445	0.178262958	0.15593126	0.182405026	0.157604742	0.075579567	0.122606479	0.129862346	0.118788586	0.135638778	0.127430566	0.183320225
M431T41_pos	0.608419852	0.961044004	0.465322866	0.462193724	0.507658713	0.388245921	0.460702469	0.416575867	0.717739662	0.628030473	0.415386703	0.409554058	0.274677714	0.547147253
M556T53_pos	0.051171078	0.083325434	0.144675321	0.060992715	0.056212847	0.099141792	0.036862045	0.089726177	0.034142523	0.033641887	0.044942892	0.039294543	0.078307077	0.069101802
M346T54_pos	0.213124235	0.392663628	0.232637119	0.426777301	0.557063557	0.247084719	0.466769344	0.276621114	0.087737589	0.25249158	0.348863273	0.297573531	0.143658744	0.460634879
M383T198_pos	0.102833063	0.064861083	0.025922142	0.033068551	0.045093509	0.034751048	0.037373531	0.031197305	0.110536285	0.170186162	0.082036299	0.11414231	0.039052168	0.130585575
M692T229_pos	0.320340424	0.293427626	0.273318306	0.290528719	0.293075008	0.304037286	0.496229107	0.303182162	0.1376323	0.189079278	0.18677422	0.142729979	0.195322883	0.1494565
M242T51_pos	0.401334361	1.047065248	0.685449771	0.284958482	0.183888499	0.428395767	0.210004605	0.464092548	0.331771895	0.286921625	0.198336701	0.274459095	0.304286427	0.355851261
M266T145_pos	0.035533655	0.037957978	0.030344947	0.058004473	0.167849556	0.044411692	0.113230204	0.05170486	0.049807241	0.09207161	0.134574213	0.064777167	0.041734662	0.100175225
M433T231_pos	0.468363544	0.277214377	0.21611348	0.463824193	0.376858835	0.217805709	0.328536752	0.235113258	0.221178715	0.345732412	0.294864528	0.364528023	0.105193998	0.667085958
M570T679_pos	1.404669809	3.690096148	1.899304175	1.369117096	1.376537061	1.365673651	1.681014795	1.363872976	1.331515057	1.325622487	1.345497126	1.090775138	1.244013397	1.290556446
M647T314_pos	0.11755753	0.088514079	0.051669459	0.048804797	0.088372203	0.085432275	0.066947394	0.041249011	0.091762107	0.094976401	0.083404581	0.115595599	0.085781815	0.109577563
M606T52_pos	0.82653157	1.590133333	0.569764476	0.662190314	0.826107152	0.777722407	0.56819877	0.877013081	0.594715897	0.827362236	1.351833067	0.621687991	1.265404695	0.810558286
M448T50_pos	0.077917085	0.263436952	0.283147735	0.199579069	0.237900643	0.074931329	0.204602129	0.093549537	0.18942082	0.082554678	0.082490026	0.066718377	0.120474972	0.285071653
M745T235_pos	0.041813548	0.050436106	0.227703267	0.017509807	0.018871482	0.026675777	0.043162077	0.025177618	0.044174941	0.044895346	0.030659402	0.055093588	0.11266339	0.048644539
M604T54_pos	1.300266654	0.980454415	0.854459351	0.881825029	1.113520006	0.912586458	0.989858485	0.954338725	0.955500515	1.167275899	0.880355321	1.37189904	0.979426758	1.586228924
M219T508_pos	0.441803296	1.287734831	0.616872623	0.451524518	0.446256726	0.457567499	0.451684008	0.440884491	0.415832344	0.427545905	0.428356341	0.390424735	0.420295357	0.473362291
M546T257_pos	0.518644264	0.5046538	0.460609741	0.729931078	0.834384847	0.399587214	0.640178775	0.409046643	0.552712034	0.508259229	0.567606416	0.607821377	0.529416902	0.740806914
M375T479_pos	0.214865388	6.720534669	2.100424274	1.369709178	0.104993437	0.06446058	5.046623297	0.061437009	0.144748825	3.538379433	0.238571667	0.788116713	0.143525175	0.810982904
M812T50_pos	0.124371535	0.460220367	0.428193863	0.331796625	0.24088656	0.313625574	0.273056687	0.338885473	0.31277287	0.29825262	0.476673885	0.246556537	1.026940629	0.324119762
M190T76_pos	0.909457106	1.308641462	0.216009735	0.81554776	1.164310611	0.183164473	0.588742686	0.201522884	0.758614984	0.937962295	0.71926096	0.946320039	0.429087624	0.912164386
M449T41_pos	0.40249408	0.942701038	0.410232262	0.258895349	0.332176447	0.289217895	0.337650534	0.298193457	0.490099012	0.407061797	0.259851856	0.278347089	0.144991661	0.328014922
M644T642_pos	0.466401103	0.810636587	0.666386083	0.483250833	0.483896543	0.50048444	0.46815468	0.51267622	0.49061795	0.445468382	0.421054915	0.39831087	0.43250019	0.469117803
M471T681_pos	3.099030591	2.011195641	1.138421928	3.266744346	3.457695695	2.150110321	4.14842611	1.482901396	2.101129146	2.796016663	2.272951826	2.740805923	2.637725089	3.043303855
M710T760_pos	0.146567624	0.137747073	0.27495917	0.082819976	0.115046653	0.056283774	0.515924107	1.959896062	0.010134598	0.284814375	0.274490356	0.165525903	0.005613969	0.243715009
M349T50_pos	0.411698993	0.966593396	0.32336884	0.414887444	0.314792484	0.290318781	0.311714963	0.306742373	0.343209358	0.329370121	0.304310464	0.272656744	0.287536502	0.425748398
M234T114_pos	0.07780576	0.13090714	0.071468625	0.081064943	0.092251079	0.070835555	0.068594968	0.070836565	0.081777143	0.078886022	0.081968171	0.061601617	0.063729583	0.079154575
M462T230_pos	0.470285281	0.478637484	0.274051799	0.296919716	0.400052812	0.36480889	0.304265954	0.299158399	0.48571678	0.447736137	0.468027993	0.455585569	0.409613259	0.535119271
M683T42_pos	0.062555596	0.034574994	0.058513553	0.062694469	0.06124149	0.037371333	0.058095067	0.014739801	0.022227412	0.003227389	0.017502841	0.039622982	0.143433429	0.051447849
M400T305_pos	0.385236578	0.479772014	0.256951527	0.326236513	0.273776824	0.236368181	0.216364092	0.239771175	0.446711096	0.292897917	0.324769722	0.281305554	0.268945912	0.469077655
M468T653_pos	1.598897049	3.189339165	1.78685583	1.536512452	1.375869274	1.298772155	2.166182607	1.207648466	1.064201187	0.906808584	1.098121305	0.707237494	1.924350927	0.855159372
M242T294_pos	0.30541862	0.37369024	0.135181692	0.415492149	0.049013855	0.074517425	0.046221575	0.058131957	0.243613315	0.279269972	0.082382889	0.277799835	0.118263468	0.654339765
M434T655_pos	11.60577757	11.69867146	8.245898802	11.33366989	9.341594391	7.803611858	5.555456755	6.737680335	12.43003575	11.27560902	10.0756747	10.85200666	10.9828281	11.97640964
M639T262_pos	0.309844057	0.380053408	0.281941624	0.478625526	0.624287172	0.189914095	0.034729266	0.184524004	0.242274509	0.327644724	0.460162693	0.25269959	0.328122477	0.40734705
M243T213_pos	0.944034663	1.029990185	0.575583043	0.680649011	0.685090748	0.499415215	0.721715595	0.505485745	0.838352748	0.517932095	0.57091158	1.448482609	0.497952939	1.276566602
M290T358_pos	1.254808469	0.867829147	0.665300976	0.760838256	0.725279964	0.690283901	0.673710134	0.510851183	0.809147804	0.675840451	0.578408413	0.679598168	0.574012235	0.699751419
M637T55_pos	0.12697098	1.386674531	0.054209785	0.134461213	0.191440558	0.054623273	0.098772399	0.085050987	0.000811921	0.000851048	0.068375831	0.00216691	0.072445342	0
M317T42_pos	0.213569952	0.181106452	0.082582022	0.094815081	0.135451682	0.051587627	0.073833157	0.147811802	0.303539993	0.20807168	0.046611615	0.085549707	0.031293102	0.142585742
M677T52_pos	0.234656763	0.227580517	0.07979721	0.684680607	0.718867664	0.075033569	0.481243496	0.054281698	0.059204115	0.103672919	0.10881357	0.096685022	0.047823897	0.102630457
M237T234_1_pos	0.249083516	0.089963012	0.114710235	0.322773747	0.295348891	0.135990508	0.300896439	0.208161731	0.137169124	0.186777086	0.20756201	0.112635599	0.213020426	0.14860044
M389T72_pos	0.209815801	0.332961962	0.299162007	0.326968211	0.338391106	0.271297513	0.266407137	0.282021273	0.210608324	0.19946932	0.224302803	0.264586916	0.220355356	0.2606442
M259T280_pos	0.109928657	0.074540409	0.053634221	0.187372473	0.197833903	0.054378029	0.188871138	0.058131349	0.084456183	0.101764374	0.113529404	0.10255008	0.072363499	0.112846196
M260T75_pos	0.402134675	0.77651358	0.54298871	0.18141621	0.57031647	0.535196094	0.712757943	0.49569063	0.368007582	0.283696558	0.159706362	0.17855178	0.323233126	0.121857231
M448T244_pos	0.478977823	0.656830846	0.265992937	0.48346932	0.388086555	0.478802226	0.413296368	0.390075921	0.473607638	0.545709979	0.513790499	0.347230564	0.586845125	0.387401553
M343T234_pos	0.828499489	0.866631116	1.382387704	0.712282432	0.543009732	1.126922926	1.023336188	1.097860773	0.515788328	0.391580676	0.349050222	0.532461799	0.28232824	0.591760946
M761T702_pos	0.40462528	0.096805741	0.232557892	0.186973595	0.120986587	0.174877466	0.246388748	0.341103071	0.39654322	0.311638609	0.412373496	0.390605724	0.522486292	0.52338768
M719T42_pos	0.134347739	0.094439486	0.061054614	0.068654603	0.08662084	0.063211127	0.076454903	0.069767378	0.185676077	0.122149538	0.050193276	0.070970445	0.039411592	0.069498708
M300T51_pos	0.112465328	0.163029477	0.115897002	0.11360975	0.129993062	0.086347589	0.089227764	0.099704532	0.100223045	0.091986042	0.155871629	0.09144037	0.0852317	0.129966475
M317T227_pos	0.262113505	0.168496337	0.161314603	0.241687338	0.23448416	0.166877336	0.176949284	0.187196629	0.175514177	0.115117596	0.189226851	0.242848116	0.122863343	0.304527255
M402T567_pos	5.683050322	5.788432568	5.024202076	5.043703127	4.811274009	4.067650763	5.105747882	5.0169199	3.764884334	4.552049457	4.484944312	4.391806418	4.617976497	4.895489769
M362T418_pos	3.434555379	2.156654456	1.895205386	2.231053927	2.01096581	2.004668076	1.890115313	1.643972633	2.172145694	2.004577086	1.501336362	1.857704543	1.581059869	1.888287993
M884T257_pos	0.051825058	0.020223513	0.016906368	0.019159355	0.058105812	0.053330662	0.032906701	0.061089701	0.034336327	0.064700551	0.028617324	0.070326223	0.012620517	0.130591152
M334T724_pos	0.190455522	0.466014188	0.239891328	0.193219452	0.147768223	0.172749172	0.145673195	0.14832375	0.164963948	0.17542106	0.157272292	0.131054235	0.184723808	0.276550725
M172T455_pos	0.09025759	0.206767775	0.136268884	0.090764457	0.106828258	0.09284434	0.140080568	0.143064668	0.144196536	0.180470058	0.13657012	0.09222178	0.210046499	0.099940827
M284T554_pos	1.852553984	1.969456056	2.136901495	2.529893762	1.949277576	1.828934073	2.384079543	1.850032795	0.720728222	0.504749822	1.495046551	0.819848473	2.336260489	0.724372106
M265T738_pos	1.067689723	3.141030062	1.510796449	0.979939277	0.998583786	1.031189468	0.959776163	0.978450796	1.010639538	1.049458087	0.978491304	0.823385745	0.958953938	1.022609378
M315T469_pos	0.099194837	0.137027928	0.038170585	0.04864956	0.082539704	0.035712826	0.033922686	0.026345641	0.051321208	0.125526846	0.094945623	0.116767787	0.074422062	0.170052287
M486T715_pos	0.090404782	0.254220409	0.132173781	0.07795859	0.093345499	0.094240265	0.06027396	0.090147142	0.080906071	0.082341449	0.074353473	0.088948419	0.086521998	0.078627881
M640T361_pos	0.172774626	0.134488539	0.037789614	0.058034807	0.053124678	0.195345766	0.232512766	0.144820925	0.069373137	0.08460776	0.038179789	0.18645592	0.04358513	0.118016008
M691T257_pos	0.27066881	0.110560077	0.107437425	0.195866207	0.231256926	0.14731751	0.146745308	0.134067611	0.165648608	0.150691855	0.157799789	0.121016159	0.12123024	0.097791599
M703T42_pos	0.266895501	0.155262274	0.10289517	0.134616619	0.179658009	0.089006204	0.125173986	0.125565091	0.287873301	0.289850332	0.093541023	0.163403205	0.087731277	0.196961675
M547T680_pos	0.332229665	0.705122546	0.48044183	0.347016219	0.338028001	0.279404411	0.512620308	0.092138498	0.228308752	0.307567908	0.2778662	0.274337589	0.332803502	0.327241031
M977T337_pos	0.076131746	0.048816682	0.052259979	0.055668025	0.021010915	0.088701979	0.051185822	0.082736319	0.039390295	0.071523966	0.0275647	0.00774335	0.020495305	0.008572504
M374T721_pos	0.035281539	0.149640456	0.081018974	0.044025286	0.042458853	0.036600232	0.028842839	0.040475703	0.037228361	0.038152727	0.030755625	0.022613141	0.032611118	0.026496542
M257T219_pos	0.134032099	0.171679799	0.118125374	0.11237671	0.121924346	0.144866012	0.100529204	0.134617251	0.503864502	0.140614455	0.123518406	0.623967643	0.159389656	0.153732163
M246T248_pos	2.027011009	1.217704817	1.5616108	2.628663217	1.719603515	0.713845296	1.830850426	1.075134045	1.257704645	1.513905521	1.816545233	1.960734198	1.788888772	3.940188121
M608T266_pos	0.285496388	0.20725463	0.223725562	0.198688643	0.265971917	0.207890829	0.247880397	0.180412983	0.170477204	0.154696177	0.181232341	0.220287179	0.120600371	0.199477009
M709T50_pos	0.029004703	0.007937662	0.068373975	0.068431725	0.021792626	0.12344999	0.039834074	0.08678177	0.02092871	0.017628412	0.032940374	0.045473418	0.118637372	0.068546467
M236T235_pos	0.202667617	0.055115397	0.058808214	0.152065	0.143162797	0.115375706	0.341062497	0.110896697	0.094584504	0.111192371	0.149532126	0.129431967	0.105479753	0.12535285
M687T41_pos	0.418395241	0.224584511	0.156192874	0.309282844	0.266476933	0.12076222	0.219317307	0.256899778	0.400825922	0.366199457	0.156826052	0.235665684	0.036166389	0.372290912
M445T619_pos	2.851142473	1.952938829	0.91527195	2.558227594	2.499305882	1.933637361	1.863323588	0.973315005	2.619821215	2.695098569	1.472731157	2.292009729	1.779652069	2.42646199
M168T84_pos	0.233144549	0.168463295	0.13977902	0.207587364	0.249767069	0.125966517	0.203649234	0.116612751	0.13793593	0.166843983	0.108312184	0.092151279	0.129853877	0.123154098
M717T230_pos	0.123602694	0.088307234	0.057927203	0.073499316	0.071659804	0.056211253	0.053839298	0.07311993	0.083642017	0.074330296	0.079782439	0.130589766	0.088474977	0.121132345
M317T72_pos	0.229455453	0.260800595	0.250636578	0.319487311	0.309799045	0.191182012	0.335865496	0.309184913	0.138129602	0.126211548	0.148219953	0.127427741	0.11397737	0.140680369
M336T655_pos	1.094647509	1.799251845	0.913149688	0.673532509	0.71722204	1.090630927	1.046270321	0.591918064	0.569758533	0.571238284	0.527440165	0.395583017	0.623574991	0.900266833
M56T74_pos	0.530898235	0.617601171	0.382257474	0.552934179	0.443512897	0.410495091	0.610646289	0.415326284	0.335414423	0.395631813	0.340971523	0.423065385	0.203737351	0.476784801
M410T54_pos	0.194785078	0.382480854	0.039089305	0.063993261	0.077145241	0.071892647	0.107377492	0.151646232	0.056394049	0.06976127	0.197034127	0.056939491	0.079126822	0.063485901
M451T42_pos	0.121426603	0.051522417	0.050347725	0.045978485	0.05434227	0.032952342	0.045844562	0.048916863	0.111272237	0.074982362	0.040125031	0.054630098	0.036156796	0.100063758
M596T613_pos	0.872856471	7.66423579	4.852462097	0.697542041	0.140794366	1.803737916	0.363367513	2.72319497	1.407328017	1.150255762	0.742513099	0.189691404	0.079873265	0.126467603
M412T346_pos	0.37040506	0.446320187	0.341543049	0.578717061	0.221539048	0.227631744	0.22876733	0.215119585	0.426816683	0.440064304	0.921082917	0.368809664	0.549710598	0.562580176
M886T265_pos	0.134139391	0.009747374	0.013642169	0.168413713	0.217010176	0.079352042	0.209767375	0.07130075	0.11796749	0.166899601	0.126785532	0.186458264	0.064301489	0.204982555
M739T247_pos	0.430835753	0.539204968	0.247580423	0.311231278	0.080946728	0.153360636	0.079615977	0.10900645	0.72508523	0.521342892	0.347612645	1.671303957	0.203187434	0.688141093
M334T363_pos	0.245081677	0.154929548	0.121084827	0.140811438	0.131114393	0.124370424	0.1235142	0.095532383	0.140174205	0.129667077	0.092941126	0.11468652	0.096272908	0.114518392
M708T50_pos	0.082118463	0.139799096	0.416199189	0.057314976	0.06653607	0.1367173	0.073224387	0.132533506	0.07324772	0.068802952	0.090084833	0.02636261	0.054224433	0.036167537
M375T54_pos	0.874678659	0.563100956	0.545875936	0.848223175	0.840346736	0.705418637	1.168630657	0.724619057	0.610129902	0.563407835	0.690217532	0.571863311	0.559823587	0.747077394
M825T283_pos	0.166117186	0.030064481	0.09369397	0.170680877	0.189354845	0.112755377	0.260429065	0.121387956	0.023818521	0.048940818	0.032437875	0.046757107	0.030169413	0.061973778
M376T269_pos	1.873301088	1.570221026	1.28220126	1.674493716	1.22964565	1.138082171	1.470902464	1.263321425	1.518576172	1.39701205	0.938743027	1.727051256	1.04133768	1.781792545
M617T681_pos	0.165917049	0.256837488	0.115102663	0.207215802	0.197811798	0.151024717	0.071920578	0.135759517	0.207574928	0.185293585	0.17922668	0.187060918	0.189294588	0.212213233
M273T247_pos	0.545905758	0.805135539	0.34682087	0.420789508	0.512486453	0.393784463	0.403618713	0.414216077	0.66440812	0.618387662	0.68371256	0.683248394	0.433190756	0.8619709
M104T776_pos	2.792230006	7.839002541	4.262133663	2.647394847	2.685485349	2.834485972	0.789300209	2.727498423	2.746048832	2.679188448	2.656987204	2.308578035	2.697411191	2.686039873
M734T713_pos	0.115301684	0.233417524	0.13569307	0.094799298	0.094182768	0.090477647	0.079939739	0.092871007	0.072810533	0.077373062	0.076986144	0.107475463	0.07883947	0.072775763
M780T51_pos	0.426906763	0.126804766	0.1585469	0.15255131	0.042839043	0.068580796	0.280950425	0.059318699	0.032837448	0.068137103	0.135407196	0.149504808	0.091714751	0.14006765
M850T721_pos	0.303611812	0.789818271	0.480604953	0.406316854	0.367211369	0.310192405	0.343985176	0.297585232	0.232260063	0.259540198	0.248584679	0.246837295	0.307539036	0.300593392
M324T609_pos	0.091926386	0.229519063	0.162204455	0.119919955	0.129260308	0.121759548	0.112637698	0.145770373	0.105817698	0.114622083	0.117227097	0.068215894	0.105132567	0.058613984
M374T520_pos	11.97848566	9.402981396	8.622848768	8.937597529	8.511695047	7.145657178	8.964976759	8.55901525	6.886865044	8.25500135	7.899421319	7.892032418	7.980070445	8.652501464
M654T55_pos	0.058789227	0.103473832	0.044597187	0.059628177	0.054641156	0.129995253	0.036397778	0.088600566	0.057423382	0.113056847	0.032022733	0.077668328	0.054844231	0.060322251
M608T340_pos	0.208128772	0.157293142	0.176350963	0.190713788	0.146302939	0.152765967	0.113182352	0.140522003	0.121046899	0.127138641	0.170262938	0.265285747	0.222474212	0.100027244
M411T309_pos	1.410188766	2.120105102	1.048660509	1.149368656	1.005976807	1.059410182	1.377323831	0.751185249	1.315649615	0.967638906	1.444292343	0.050268541	1.455118882	0.609835706
M587T370_pos	0.612681707	0.477609803	1.906880037	0.891174852	0.566730433	2.573575934	1.054298523	1.477692866	0.351693453	0.66792559	0.502656574	0.566802349	1.917487518	0.974709932
M682T693_pos	3.189788968	2.848288245	1.838238418	5.632781993	3.111066386	6.367442744	4.525053685	1.560278044	2.558485206	3.34479149	2.74843433	2.036774958	1.233789477	2.106247932
M956T288_pos	0.094285647	0.009029666	0.011395399	0.320293718	0.500929634	0.041850866	0.207893414	0.05598078	0.031905258	0.047506155	0.160047159	0.090089463	0.06094174	0.102552606
M186T74_pos	1.04253086	0.785092602	0.404014709	1.986947798	2.035302612	0.502520413	1.36517173	0.421488973	0.246767859	0.522277914	0.876661214	0.236012508	0.35584098	0.408472992
M564T263_pos	0.354277083	0.254510959	0.26184459	0.184324033	0.227773826	0.191759395	0.311001471	0.142647002	0.233628473	0.173143743	0.151878658	0.273196811	0.170974401	0.256337873
M496T235_pos	0.175036628	0.169069384	0.223157661	0.134404631	0.142934402	0.168851037	0.13797592	0.076233543	0.19231418	0.213804159	0.157761392	0.185975246	0.136757132	0.166603429
M353T42_pos	0.171870484	0.15425543	0.085493072	0.140146203	0.154231017	0.095740217	0.110346361	0.134204456	0.117823407	0.151443382	0.125315195	0.063171651	0.107512879	0.184735681
