name	FD_C1	FD_C2	FD_C3	FD_C4	FD_C5	FD_C7	FD_C8	FD_D1	FD_D2	FD_D3	FD_D4	FD_D5	FD_D6	FD_D7	FD_D8	FD_PG2	FD_PG3	FD_PG5	FD_PG6	FD_PG7	FD_PG8
M510T649_pos	0.084834378	0.207289762	0.231582867	0.326885608	0.161906901	0.228911319	0.191966779	0.333233325	0.206127539	0.228443763	0.376535046	0.318819359	0.140572433	0.357796258	0.138394494	0.084651209	0.064680911	0.163013645	0.052879032	0.326298939	0.055359154
M430T723_pos	1.540039913	0.290713522	0.2081777	0.330194616	0.28817805	0.379983826	0.422669981	0.503238805	0.405860392	0.159445391	0.216367735	0.189355716	1.244387569	0.076986364	0.046353395	0.086433612	0.029042681	0.068275318	0.0893402	0.160574818	0.212498718
M306T53_pos	0.451365207	0.349501618	0.360528842	0.235661465	0.37878114	0.382102236	0.314393427	0.311144564	0.417855012	0.267562654	0.257967307	0.225415945	0.250185542	0.269265643	0.271200483	0.242161178	0.114495793	0.224262341	0.304162743	0.176985547	0.399025066
M330T253_pos	0.409818534	0.390319931	0.512736933	0.371044393	0.376971548	0.496228181	0.454841849	0.691293198	0.537857407	0.593601109	1.829607248	1.096877361	0.564673253	0.716244587	0.455323208	0.420012048	0.493044549	0.610327345	0.651140597	0.554677784	0.9116104
M763T387_pos	0.133470873	0.09765208	0.100953342	0.203617777	0.033085285	0.001845071	0.001139446	0.012614031	0.002493034	0.058638808	0.048200354	0.026308451	0.080024322	0.078335793	0.072402256	0.050160852	0.097718664	0.17628264	0.005737773	0.128814885	0.006094315
M323T624_pos	0.193774027	0.297715348	0.32444356	0.209718494	0.231334147	0.223315089	0.303710159	0.125570845	4.368924387	0.733907009	0.364920647	0.409754666	0.099944557	3.327815261	0.102749436	0.488390291	0.420327568	0.633609057	0.169638746	0.639534539	0.153290005
M558T405_pos	0.153282261	0.039221245	0.179646984	0.090904801	0.11319498	0.024933603	0.075258199	0.059461097	0.090582979	0.122832298	0.153045542	0.143022493	0.109025091	0.067126074	0.145089105	0.055548245	0.122806137	0.120223173	0.100230964	0.059968404	0.08745177
M385T666_pos	5.689908331	1.274317769	0.776421291	0.538034233	0.480288153	0.540559585	64.30729843	0.110298092	0.694541941	5.640245706	7.676993577	0.114548411	5.694101724	0.201506346	0.10874295	0.378072761	0.419723867	0.406963273	0.853158697	0.386317419	0.449617521
M410T526_pos	0.99430111	0.751647384	0.743729581	0.894401484	1.079649473	0.850788229	1.031163165	0.832434606	0.797484446	0.353290178	0.755941278	0.295504448	0.038996002	0.147483243	0.242104044	0.445278654	0.251712704	1.375489986	0.817187585	1.230805558	0.8051031
M336T264_pos	0.110149107	0.16130105	0.190352614	0.102977189	0.183044659	0.242939705	0.211220594	0.340587788	0.101016692	0.114845519	0.646222505	0.611708793	0.154768161	0.467918952	0.306497581	0.123276791	0.093870056	0.277906759	0.308313321	0.120887378	0.139825128
M667T769_pos	0.092448634	0.079816682	0.538123018	0.116617283	0.05797523	0.081310291	0.262279341	0.152251105	0.203087436	0.078435785	0.152424298	0.072328734	0.074736164	1.057264375	0.073783166	0.097756829	0.237897006	0.181527153	0.07985329	0.087836316	0.294944383
M372T492_pos	1.016942281	0.864151265	0.957905483	1.220582844	1.372475331	0.554475277	1.308463014	2.984312376	1.677280956	3.620719982	3.070222566	1.855412502	1.834448994	2.454396352	2.571436819	0.937479665	1.276038995	2.149123545	0.4743425	3.539646023	0.446262702
M571T306_pos	0.320123529	0.241735643	0.396741895	0.933177342	1.438045403	0.044216412	0.173386267	0.345987833	0.152552891	0.447925502	0.318153644	1.480329061	0.632289175	0.912834194	0.517808879	0.079017807	0.350751751	0.237151686	0.398171392	0.152198915	0.578425632
M891T260_pos	0.029708415	0.020280406	0.06115625	0.031663176	0.027784515	0.106079476	0.061068074	0.052364782	0.005192954	0.015028446	0.015774245	0.110577829	0.047092089	0.012334688	0.009090704	0.014156323	0.063318512	0.047632457	0.026034914	0.05203877	0.088090588
M547T347_pos	0.678513848	0.479981197	0.641786209	0.513781773	0.620066453	0.080822938	0.10922873	0.565859365	0.450028481	0.339382387	0.407084911	0.545298734	0.323340842	0.366864335	0.335873353	0.38560418	0.449536463	0.485849845	0.408350568	0.350989029	0.559938294
M153T89_pos	0.582996033	0.291491333	0.217957395	0.100395372	0.117235242	0.22460563	0.285985494	0.185831069	0.443586059	0.118582492	0.058659313	0.184755454	0.160112184	0.241020923	0.15108711	0.290901141	0.117840501	0.726629716	0.167911424	0.143103097	0.08429607
M862T438_pos	0.119473021	0.170227654	0.145247551	0.150240166	0.50605559	0.389761439	0.45294268	0.361906724	0.636717043	0.441693168	0.279233628	0.289887002	0.210596269	0.271947519	0.321570474	0.260872568	0.213123449	0.42012336	0.094757012	0.328609656	0.071363296
M602T226_pos	0.048010645	0.076520687	0.079411227	0.45647241	0.021759913	0.015298769	0.033532419	0.103817194	0.08805382	0.127880938	0.076293291	0.084326982	0.084359647	0.139537677	0.068416002	0.128385718	0.514708419	0.063201899	0.034391767	0.243188121	0.042582778
M815T235_pos	0.069890129	0.125311708	0.340799297	0.151596448	0.10262485	0.137316988	0.125509535	0.328983982	0.042348762	0.159895495	0.200264556	0.15593448	0.224462566	0.177336974	0.073510605	0.069159151	0.126826911	0.091097094	0.085669986	0.10339166	0.081296843
M264T723_pos	0.054561347	0.021631069	0.03736277	0.025091502	0.031384844	0.025487834	0.04833605	0.074783217	0.119283365	0.055607043	0.051536665	0.028054005	0.048257804	0.043855075	0.028850182	0.040391797	0.041231017	0.033001193	0.030184237	0.049732322	0.100798439
M212T239_pos	0.716186353	0.62368101	0.610988536	0.527231003	0.618025117	0.67375468	0.571172899	0.378113978	0.524230282	0.341773129	0.335110664	0.401985498	0.423084825	0.310328673	0.413022173	0.346560817	0.397933211	0.388719551	0.431095768	0.42816941	0.466724311
M211T338_pos	0.27037312	0.209463533	0.193531414	0.138197517	0.322558516	0.277134179	0.212325087	0.113741174	0.118215476	0.084024973	0.126863444	0.042709969	0.037907886	0.032229724	0.043623579	0.096465731	0.158436174	0.227209205	0.108830965	0.185965677	0.262902396
M417T391_pos	2.039398061	2.249094492	2.545678976	0.893091963	3.179399723	3.097450525	3.8756413	1.437917751	0.951353249	0.85707304	1.315941947	2.436847451	1.855140678	1.676392632	2.175750022	0.847810485	0.921081432	0.657267203	1.606643031	0.487356862	1.811587334
M162T54_pos	4.270518845	2.789525692	3.038797417	2.039573114	5.476993507	1.454144371	2.45246957	1.797207438	2.830345216	1.866574769	2.562030779	2.314982411	1.731642155	2.567178914	1.95826863	1.304103189	1.570901398	2.348118316	1.246061911	2.349979422	2.356956316
M850T261_pos	0.141157579	0.080196754	0.101136945	0.060046875	0.085312041	0.095741944	0.175447516	0.093701042	0.0787586	0.01287373	0.017575117	0.004454436	0.016020989	0.067021102	0.123098723	0.055404081	0.060572035	0.034591134	0.233565201	0.140549663	0.21873078
M521T680_pos	2.134554594	1.564165737	1.314373985	1.445146952	1.592475731	1.63855814	1.544825563	1.655139073	1.20154785	0.658129952	1.583625654	1.81024789	1.302475295	0.963842036	0.898158625	1.334843832	1.416114263	1.330427665	1.401288207	1.608572319	1.545914619
M385T41_pos	0.367561697	0.373313505	0.311675227	0.141378063	0.217327208	0.223853476	0.263931563	0.283880772	0.409727866	0.209458551	0.43157572	0.297561435	0.228915861	0.265768483	0.294588245	0.181119293	0.259532999	0.156335268	0.34399128	0.345054547	0.367176421
M304T55_pos	0.973916525	0.832521871	0.795622532	0.550410398	0.578284566	0.604306572	0.679745451	0.951712409	0.999512664	0.604502003	0.781761519	0.767918673	0.560308588	0.729596865	0.59578173	0.632035091	0.846267924	0.72766546	0.459266451	0.616494788	0.949121987
M975T693_pos	0.025749768	0.027964912	0.172288482	0.015539477	0.062137375	0.031609273	0.023633387	0.046151267	0.01305239	0	0.1463431	0.033960115	0.136954049	0.627226942	0.002305875	0.030208755	0.072958106	0.02077086	0.041508328	0.008236484	0.037662455
M717T249_pos	0.095753211	0.213376147	0.304979742	0.233641027	0.159596759	0.183386885	0.127804961	0.324868954	0.217468421	0.211773137	0.228160956	0.147806114	0.22135807	0.246298703	0.188484624	0.082534929	0.087161074	0.207231686	0.117388965	0.237137881	0.132178822
M514T661_pos	0.459807366	0.278122701	0.263594104	0.230819941	0.264244384	0.285864584	0.276582068	0.25361445	0.638972134	0.324862454	0.2445845	0.25555841	0.237722681	0.374513129	0.242910565	0.232464055	0.256273839	0.22572385	0.209853399	0.263858821	0.256530869
M675T41_pos	0.183513861	0.135340415	0.142707895	0.029820953	0.169990732	0.128201931	0.104020799	0.114796996	0.101338657	0.109205665	0.016348185	0.137528096	0.109249212	0.125744807	0.128575409	0.250816303	0.171659989	0.125560358	0.03007421	0.003299846	0.064823649
M288T238_pos	1.010103833	1.283469895	1.488438718	0.782568826	1.487495915	1.721096873	1.615873924	1.724791484	0.904450945	0.898932461	0.886926998	1.432862599	1.081473579	1.010015262	1.04978228	1.027626516	1.060590896	1.17487497	1.399846865	1.293246025	1.834361759
M598T613_pos	0.481033214	1.504610333	0.782932316	1.143635154	1.488285857	0.392582706	1.168569865	0.990458602	0.158955037	1.308435283	1.51707659	0.168533014	4.552695913	0.711658254	7.709127135	0.696961396	0.346661504	1.193803526	0.546865147	0.27180312	0.21677246
M249T203_pos	0.307415076	0.26507123	0.278497966	0.382154268	0.28519079	0.251876394	0.299061746	0.350654205	0.330091675	0.315801614	0.339960374	0.336427641	0.256218481	0.346334802	0.2687634	0.264321312	0.203718846	0.19216561	0.56492965	0.136057427	0.414716423
M492T654_pos	0.964302538	0.643121183	0.69472749	0.475733251	0.629772017	0.427786179	0.626044133	0.690535701	1.088598183	0.567628678	0.642101186	0.581274096	0.51081202	1.760686879	0.495056845	0.521616656	0.262242819	0.516530695	0.492422191	0.557244089	0.618682284
M374T304_pos	1.0740512	1.445336882	1.163393617	0.87671191	1.013375268	0.253559375	0.248298261	0.603164022	0.443896401	0.394867875	0.255645404	0.575236146	0.36287994	0.43217751	0.378857689	0.425394551	0.63758683	0.357427412	0.511388541	0.309915368	0.832903915
M954T260_pos	0	0.096857196	0.072288286	0.102496866	0.034610863	0.04712657	0.048113921	0.099874103	0.004991205	0.063343604	0.092395088	0.049357536	0.097702129	0.371909563	0.064428931	0.052582732	0.077207884	0.062726716	0.014083785	0.050688642	0.018857665
M323T451_pos	0.218172	0.213642801	0.224620754	0.250628614	0.225647743	0.268855939	0.2207329	0.067705613	0.502174497	0.167153945	0.128812755	0.055447885	0.027131709	0.621472173	0.027363574	0.03300625	0.200358416	0.066361744	0.112623297	0.045390764	0.116338165
M573T725_pos	0.674740664	0.574154278	0.38830581	0.544519881	0.274996262	0.54847145	0.236093224	0.547786449	0.474825208	0.74610213	0.172912568	0.231700075	0.415227026	4.645517407	0.64390759	0.155044038	0.127453751	0.158905606	0.249615265	0.402788008	0.144250359
M860T278_pos	0.356323941	0.210589273	0.295417055	0.104407467	0.112319105	0.230311098	0.526790359	0.14287182	0.112355235	0.022442822	0.091848633	0.042749297	0.058540163	0.01624938	0.012327627	0.117088145	0.138784149	0.105819236	0.975908969	0.366607533	0.770694094
M347T258_pos	0.972139517	0.836493984	0.858777404	0.768336721	0.987322869	0.990346445	0.895259823	0.634495351	0.93751008	0.654605414	0.607379563	0.785650986	0.715080545	0.72595846	0.647279029	0.63099418	0.690760476	0.884811571	0.759374411	0.729319825	0.873027067
M679T745_pos	1.010138104	0.548737526	0.555342482	0.532755632	0.544106463	0.549911169	0.570478781	0.62328033	1.375540826	0.645262321	0.534606996	0.500474643	0.508518665	0.605337374	0.507260619	0.447047869	0.472603768	0.475062964	0.430172566	0.48406101	0.552801075
M707T768_pos	0.25486558	0.203920299	1.082999192	0.178398307	0.137434782	0.270885421	0.367002749	0.331147621	1.062791377	0.22190546	0.202140121	0.137840648	0.128526291	4.089998909	0.180770677	0.058096473	0.605666862	0.248384997	0.151201613	0.159914306	0.586360002
M509T42_pos	0.049976433	0.056771883	0.066788948	0.041406653	0.050409956	0.075488191	0.075975932	0.048934863	0.062175423	0.026004551	0.062157837	0.052093231	0.028038828	0.034652254	0.041142745	0.045033117	0.062443214	0.035462654	0.044549183	0.025239627	0.063270297
M615T777_pos	0.510976672	0.247133765	0	0.431777879	0.260165717	0.499498669	0.360508893	0.514352423	2.047887938	0.341650141	0.597288542	0.23980905	0.500437772	3.29879235	0.278795588	0.196941784	0.484232823	0.22215112	0.216480681	0.233087885	0.456319863
M449T399_pos	0.743178503	0.606041148	0.552968716	0.220643043	0.482322267	0.595861595	0.535771484	0.450736609	0.700478153	0.282998799	0.506083027	0.473713975	0.360835617	0.392616336	0.423513511	0.385430871	0.367062992	0.275642574	0.38302108	0.244786167	0.472459867
M232T44_pos	0.873779929	0.740748541	0.780701987	0.261514153	0.338118356	0.34091579	0.783040018	0.386140687	0.668788842	0.603578827	0.310001481	0.250324909	0.352131091	0.446331713	0.460643799	0.289128929	0.27222682	0.458860852	0.283039057	0.30020728	0.73567708
M313T698_pos	1.97160904	1.695581795	1.556319149	1.698639614	1.365762585	1.520749612	1.574024989	1.9520239	2.05514203	1.699691562	1.676028131	1.59191882	1.30796907	1.554706541	1.651613592	1.303917886	1.416881236	1.534650431	1.38083209	1.571111769	1.588185226
M427T619_pos	0.27292081	0.437884901	0.171525997	0.317663001	0.509347315	0.344673658	0.651826404	0.397605154	0.443822541	0.166753856	0.403421652	0.559522021	0.31277105	0.383327905	0.162779427	0.330058258	0.456473897	0.263674742	0.486634236	0.422531105	0.381326236
M436T229_pos	0.335984061	0.132132578	0.171000224	0.063145545	0.12586915	0.048408883	0.1066512	0.067743648	0.654460402	0.378520707	0.120826852	0.124506819	0.397396855	0.151374628	0.210662888	0.115474944	0.145052023	0.033933154	0.125963397	0.26386176	0.045200675
M556T251_pos	0.032192943	0.026292967	0.123065135	0.101772663	0.140573912	0.035415824	0.043455239	0.069941401	0.034405503	0.111863585	0.096939118	0.090726193	0.057948938	0.05637454	0.051945395	0.028801815	0.058984867	0.059474566	0.036253739	0.068035502	0.030485722
M520T736_pos	0.160693409	0.06851228	0.062678573	0.067026431	0.050164223	0.059790726	0.0747423	0.067588831	0.212894278	0.121624832	0.071082666	0.061235122	0.053418822	0.044053026	0.069126734	0.083982933	0.062119626	0.079688802	0.062474331	0.056215041	0.082563516
M327T559_pos	0.121759601	0.058293582	0.060104932	0.058163262	0.060202991	0.06281788	0.061289129	0.058285008	0.180325131	0.094921765	0.059321307	0.058631491	0.055510807	0.059751364	0.061730926	0.060267338	0.05698282	0.058618005	0.050652293	0.058533943	0.061754624
M347T54_pos	0.527681005	0.508039239	0.526425877	0.536132346	0.440769664	0.523259932	0.527825478	0.50920305	0.395201367	0.417946708	0.458894996	0.440784149	0.46389245	0.428010635	0.319967058	0.334917828	0.27187822	0.325674639	0.350553782	0.396246418	0.43778069
M944T312_pos	0.087510463	0.075859775	0.044413205	0.188657427	0.015476846	0.017808072	0.026846261	0.117574325	0.083369257	0.069545114	0.040563085	0.026038998	0.067565377	0.092872984	0.012026182	0.081976873	0.233266002	0.053253975	0.048394939	0.15137061	0.030907922
M698T255_2_pos	0.348156927	0.298633493	0.290389217	0.453852845	0.214298814	0.218773946	0.217521691	0.198618054	0.393220249	0.193873769	0.194031943	0.183322031	0.257365033	0.18846461	0.234153564	0.275729578	0.417134835	0.253391543	0.22309418	0.2433401	0.282743003
M926T724_pos	0.164327089	0.075842232	0.090855014	0.111488128	0.094581604	0.09390164	0.091962389	0.113621984	0.345288477	0.107298612	0.130530599	0.09497705	0.076412019	0.098473384	0.083069913	0.088325842	0.11778979	0.110796568	0.038415741	0.101847039	0.118716037
M330T172_pos	0.359835909	0.351767726	0.366676119	0.592338518	0.351568022	0.218523866	0.255532841	1.065772438	0.598943571	1.168075511	0.579974113	0.383106273	0.813649006	0.953980755	0.970990745	0.440562066	0.491317448	0.358336478	0.327847799	0.294423135	0.347406187
M498T243_pos	0.009897636	0.006926827	0.006650341	0.005234869	0.099032832	0.13666454	0.119139867	0.053643942	0.015735294	0.082155732	0.023107015	0.094671653	0.077909644	0.189041166	0.047138406	0.040414319	0.057856301	0.022713048	0.005997963	0.035195789	0.071339202
M746T53_pos	0.053404421	0.026635096	0.058121982	0.030255861	0.051815056	0.070399704	0.052333351	0.015476486	0.041038397	0.052390369	0.068637374	0.121558044	0.041406878	0.021041697	0.037770369	0.051308437	0.020164852	0.077108922	0.076848571	0.017884715	0.016539921
M389T42_pos	0.335960301	0.066040974	0.164407515	0.19249143	0.125543176	0.129251914	0.198668051	0.121235421	0.315744262	0.153312094	0.140263214	0.205635281	0.063673945	0.147287176	0.120972798	0.100679492	0.069126324	0.147175993	0.141726391	0.145989527	0.054962957
M574T278_pos	0.120353715	0.066475776	0.094754452	0.021887734	0.037534288	0.073348437	0.176954134	0.05147934	0.035825074	0.005584296	0.028112058	0.009165986	0.017213882	0.004787843	0.002029167	0.033940021	0.046986408	0.038925035	0.319158943	0.115164565	0.250104302
M184T239_pos	0.15095707	0.126882735	0.104660509	0.085973409	0.111420483	0.11485115	0.09794345	0.066878956	0.091345402	0.051043042	0.06496414	0.068263618	0.074813499	0.054363399	0.078272682	0.067166931	0.061475457	0.057026652	0.067232733	0.08626092	0.107727861
M649T762_pos	0.213022577	0.091973053	0.102231357	0.143514434	0.113250331	0.427268071	0.182190723	0.091266198	0.747074	0.080934841	0.253205991	0.084478815	0.201689731	1.785984548	0.230564866	0.083110179	0.102406149	0.098802573	0.056137707	0.106252503	0.121458612
M403T54_pos	0.158363753	0.25986944	0.300761708	0.214260778	0.324792112	0.321383404	0.293315376	0.239125812	0.093366584	0.064168904	0.325394766	0.316477523	0.057576215	0.308257001	0.144521442	0.161666225	0.148312195	0.206327857	0.149859367	0.156056162	0.175030381
M86T61_pos	0.050892672	1.854467218	1.645384261	2.445526779	1.60299988	1.566226063	1.741891956	1.702790635	1.276912173	0.961789213	1.703921311	1.294996667	1.167263895	1.847894568	0.85689161	1.044681204	1.341780923	1.168574479	0.825524947	0.687339232	1.523965162
M396T480_pos	0.849549234	0.780285273	1.06879956	1.334374371	1.710555914	0.294120687	1.215624686	2.927854739	1.391716144	3.418243156	2.470064693	1.398225347	1.394548538	1.777650489	1.986400799	1.542384384	1.631560939	2.890941306	0.389127038	3.369180096	0.387312389
M775T294_pos	0.284104635	0.301824478	0.322610093	0.731313048	0.25671623	0.269060176	0.338105447	0.29179766	0.134692204	0.161989776	0.281977133	0.133821369	0.127562195	0.102158842	0.094609529	0.26993041	0.262416381	0.250195106	0.412663821	0.209767534	0.327028372
M245T222_pos	0.153396741	0.272294561	0.287478797	0.298173913	0.281315177	0.212227199	0.267566646	0.300030681	0.065073076	0.030511122	0.349566854	0.351292894	0.143170182	0.094484568	0.137565491	0.133508981	0.174901678	0.191426156	0.210212626	0.11909198	0.189953167
M863T404_pos	0.072973816	0.093378578	0.086499097	0.079136575	0.126139117	0.103748402	0.095812458	0.1885411	0.291090955	0.171352476	0.07341446	0.152703869	0.101782774	0.082285586	0.076541111	0.078418056	0.123405493	0.128262828	0.035159397	0.143107022	0.040884062
M539T319_pos	0.025036241	0.046818129	0.04584502	0.043620285	0.072740512	0.039641746	0.045483198	0.265834076	0	0.047103796	0.162399636	0.224084539	0.356937732	0.120425188	0.277882992	0.050294885	0.038299507	0	0.17077371	0.147423152	0.106771528
M365T262_pos	0.725277125	0.600955937	0.535372354	0.443328094	0.587361379	0.508702105	0.496082902	0.368370466	0.65224273	0.429835288	0.303430803	0.317941695	0.326645382	0.204247711	0.299507298	0.411455524	0.429825274	0.505017451	0.394951487	0.4282153	0.431484467
M227T236_pos	0.47602298	0.227626856	0.382918115	0.231082136	0.198763644	0.191770685	0.29946213	0.648166478	1.531824139	1.258166085	0.3057802	0.364936143	0.751979295	0.324077212	0.596653818	0.921821701	0.382907658	0.228635668	0.243239854	0.344867009	0.256888278
M339T52_pos	0.408963694	0.162070923	0.154553464	0.408363012	0.233762369	0.130628669	0.232317864	0.812377661	0.713207357	0.232836723	0.895073761	0.819982987	0.190668616	0.797127978	0.251971588	0.259289836	0.46928761	0.537755183	0.229948005	0.260704833	0.299388423
M399T760_pos	0.673463044	0.42801006	5.314424721	0.692290105	0.487527265	0.764745412	1.735696194	0.830466318	6.943585243	1.011849418	1.518131628	0.405261109	0.882607072	13.2539291	0.351648642	0.348850906	3.796430422	2.071671117	0.58677355	0.274365616	2.451616798
M489T681_pos	0.231777848	0.2844544	0.310438169	0.319408091	0.299911612	0.374862795	0.360622944	0.251806371	0.129370201	0.458415288	0.347349434	0.307326158	0.20669823	0.730337195	0.137524628	0.204687627	0.315724364	0.230969555	0.274536306	0.276645494	0.344962937
M426T343_pos	0.668754763	0.470164369	0.739575329	0.129067513	0.263750167	0.495560087	0.539603154	0.475690024	0.40195363	0.368280257	0.653660186	0.35925514	0.343596667	0.339380562	0.288554605	0.418129623	0.510559272	0.422524489	0.533321113	0.428965523	0.934675024
M849T329_pos	0.334107471	0.227014506	0.183327357	0.131314325	0.099208916	0.224468263	0.141960663	0.100226182	0.065222514	0.025173085	0.093907439	0.095354347	0.055997645	0.104312225	0.131457324	0.125210681	0.127562671	0.07369621	0.090974267	0.049307414	0.196690224
M318T245_pos	0.8489331	0.870243731	0.896872924	0.685235735	0.814838345	0.688034646	0.688171839	0.908233511	0.672733001	0.422033569	0.848708578	0.926882576	0.680230725	0.807374196	0.631430151	0.566147796	0.590748765	0.640105298	0.762853284	0.512582924	1.02399976
M412T774_pos	0.324280506	0.157740938	0.126881755	0.154776466	0.172782189	0.132397557	0.130113237	0.137387815	0.475376192	0.243752458	0.154905616	0.135767404	0.145659347	0.114342539	0.154816991	0.155220156	0.122058733	0.119922286	0.129231035	0.147494457	0.147096585
M164T473_pos	0.126118492	0.139912337	0.120905237	0.105245809	0.14090253	0.126388073	0.199570456	0.096941342	0.076638538	0.035160132	0.100440452	0.069429084	0.051557677	0.053900142	0.052443225	0.072196633	0.099448489	0.08006894	0.07802311	0.049582056	0.217456602
M465T54_pos	0.186536972	0.161542694	0.139598977	0.103548018	0.028560555	0.069190063	0.057449993	0.180510397	0.220291781	0.169495384	0.174050836	0.090518235	0.090408536	0.107069917	0.072270648	0.149805991	0.108855868	0.124715527	0.151804879	0.152228511	0.160617385
M381T448_pos	0.159780685	0.189432708	0.332866521	0.017929212	0.029565744	0.120610168	0.144853957	0.114984621	0.080338034	0.012969751	0.091279472	0.103635814	0.026647546	0.111483388	0.015708801	0.082345294	0.096359971	0.050097621	0.082662955	0.021329372	0.104036587
M915T304_pos	0.009926803	0.078210788	0.077322955	0.049577059	0.059033464	0.055089702	0.055546839	0.064436441	0.00694503	0	0.069385031	0.057153999	0	0.018613921	0.002265197	0.009099549	0.011125433	0.021604854	0.051398143	0.085203364	0.088548363
M459T237_pos	0.399745051	0.455215506	0.4542236	0.383428964	0.390628533	0.417029785	0.364667916	0.795399805	0.43467471	0.208197005	0.741082744	0.603264103	0.393394194	0.341660867	0.375398429	0.405173932	0.393158488	0.741667687	0.372498462	0.431776383	0.45090867
M545T41_pos	0.526906463	0.430408132	0.432189511	0.25576232	0.43538039	0.379701477	0.373619281	0.460194473	0.541925394	0.295637458	0.355556295	0.388847227	0.297464201	0.322307537	0.353038245	0.457938765	0.446272673	0.317942887	0.360692432	0.242772981	0.425807068
M262T49_pos	1.044696189	0.701698983	0.674391709	0.486316746	0.635426507	0.602083628	0.621056806	0.74199418	1.017329287	0.731233929	0.588258371	0.417975488	0.513193434	0.487176675	0.593793997	0.569117235	0.511209249	0.373199634	0.553557073	0.426890155	0.784973725
M692T734_pos	1.412305757	0.488429234	0.63028197	0.533839355	0.441065357	0.481727207	0.434672876	0.553719396	1.257099177	0.658442655	0.461920693	0.439816162	0.8155029	0.445604661	0.805579196	0.463065407	0.34135063	0.514322286	0.616627089	0.386126346	0.374662977
M717T704_pos	1.294835941	0.730207182	0.727131927	0.657339926	0.665324022	0.682188302	0.692613041	0.601422789	1.60222225	0.94457969	0.6033204	0.673294152	0.68029071	0.746821992	0.678671505	0.674187413	0.617219022	0.568988102	0.510671381	0.435180434	0.65358982
M216T47_pos	0.984911492	0.468695628	0.462882551	0.49458008	0.324990714	0.351149066	0.296275173	0.255659749	0.52344378	0.827288111	0.364930477	0.473406763	0.640994309	0.697014568	0.642381185	0.173280066	0.220823538	0.367409698	0.21657055	0.384292144	0.4974327
M660T244_pos	0.178229294	0.420832841	0.146478486	0.174612889	0.214529455	0.271594142	0.234343092	0.172831829	0.219330419	0.125720682	0.162268752	0.206731141	0.171959893	0.291751464	0.104138011	0.130729686	0.279592457	0.076607178	0.131869338	0.284963165	0.240930659
M236T218_pos	0.109639729	0.15968724	0.159387029	0.151655648	0.180076858	0.179886218	0.162937126	0.052892852	0.176966905	0.073932186	0.054331921	0.111849597	0.066144122	0.086715051	0.070488988	0.116528378	0.128519639	0.113218648	0.116531176	0.063662617	0.130645993
M748T746_pos	0.725489823	0.382311164	0.341998914	0.300236656	0.287039552	1.037006452	0.265978287	0.388131847	0.865233438	0.441583217	0.36196747	0.363324164	0.314956654	0.314062795	0.42306152	0.334112934	0.319822933	0.33426992	0.266015844	0.30507428	0.308201521
M302T153_pos	0.460704953	0.541926491	0.498096474	0.563220832	0.465703655	0.516078475	0.480117827	0.757460842	0.558641001	1.05593496	0.572101199	0.502437975	0.864834951	0.735090461	0.712785053	0.437656005	0.418334375	0.381394889	0.51788555	0.420832765	0.466493212
M197T683_pos	0.070808523	0.064487579	0.048415443	0.057753733	0.064504589	0.063787015	0.07878662	0.199568874	0.143201879	0.082250891	0.1149469	0.08458743	0.090775828	0.100377451	0.065434261	0.08860781	0.103269211	0.054776353	0.117090415	0.040948733	0.098228428
M601T772_pos	0.119347588	0.101613498	0.063751842	0.422140792	0.052270388	0.780377267	0.339905524	0.305026596	0.272164387	0.223549712	0.08365064	0.299372915	0.09502952	0.447196386	6.720715322	0.092606249	0.065642958	0.141548366	0.180003249	0.280470376	0.060558634
M626T252_pos	0.127514359	0.138307122	0.132353449	0.267678699	0.133146113	0.125071718	0.105758817	0.183615516	0.145725263	0.150223133	0.239902372	0.175235039	0.255356933	0.2670077	0.249005622	0.071927702	0.141942819	0.180977978	0.054904085	0.195371434	0.052762752
M431T438_pos	1.585509588	1.36237238	1.219279146	1.101278782	2.265441408	1.980323296	2.18727609	2.141733556	3.877435132	2.267955276	1.498024522	2.041165017	1.354311456	1.826587479	2.229353133	1.482207756	1.479831728	3.248466108	1.009053246	2.125306552	0.977886556
M577T411_pos	0.105534866	0.30127805	0.225132993	0.108540138	0.093904442	0.115503626	0.093316725	0.119061415	0.066246123	0.046242175	0.085090902	0.131358601	0.075771221	0.13204027	0.096780747	0.093991858	0.103357346	0.139183102	0.143361544	0.107328608	0.170971548
M557T42_pos	0.599067245	0.728055664	0.56679731	0.28768969	0.436364485	0.453796966	0.629279286	0.59639978	0.430779071	0.303430665	0.584519442	0.598255469	0.288095375	0.322348787	0.397912615	0.563741325	0.638281555	0.376115813	0.596721714	0.437833813	0.671332382
M696T272_pos	0.112736656	0.09709932	0.092706577	0.084141212	0.113259803	0.127049942	0.124070975	0.121896654	0.029537456	0.045407399	0.12876716	0.112956879	0.062371904	0.123474768	0.056867999	0.115778291	0.212764919	0.114293459	0.071960036	0.066097485	0.159348422
M508T478_pos	0.12833707	0.114639457	0.076004098	0.367181158	0.321175304	0.171419131	0.225174845	0.093547475	0.074525299	0.03245792	0.066975573	0.116216519	0.022708754	0.264781626	0.05116563	0.064755841	0.084841683	0.112540987	0.132881419	0.072033104	0.133047847
