name	FD_C1	FD_C2	FD_C3	FD_C4	FD_C5	FD_C7	FD_C8	FD_D1	FD_D2	FD_D3	FD_D4	FD_D5	FD_D6	FD_D7	FD_D8	FD_PG2	FD_PG3	FD_PG5	FD_PG6	FD_PG7	FD_PG8
M379T299_pos	0.164741429	0.171229085	0.167773211	0.042381786	0.135264582	0.144077909	0.131847202	0.210812426	0.168374538	0.242279224	0.25578242	0.20622328	0.277920107	0.171827655	0.242786001	0.128040992	0.243909463	0.135009243	0.158663662	0.149917821	0.194142331
M974T49_pos	0.103542087	0.109189032	0.140698143	0.110885536	0.148058438	0.143779266	0.087057823	0.01853584	0.150710689	0.347915549	0.131932397	0.063714499	0.477366381	0.077135171	0.287094045	0.153610179	0.210188599	0.348125667	0.042566989	0.329810354	0.107658168
M858T681_pos	0.036615397	0.077294253	0.064341912	0.069472413	0.087788516	0.133966118	0.124871146	0.021414533	0.007539855	0.002338079	0.049042993	0.043010213	0.015363549	0.041251	0.004187023	0.018050603	0.028964598	0.012280668	0.053531353	0.02175498	0.058156731
M666T248_pos	0.251360755	0.265215761	0.420170157	0.162681221	0.531893742	0.4605718	0.556896986	0.513533184	0.428493764	0.120434215	0.473302002	0.336685086	0.096200989	0.469938935	0.14669627	0.135596829	0.171019741	0.133406511	0.213667056	0.048324306	0.143287168
M765T778_pos	1.147499392	0.512455664	0.664602723	0.611141715	0.618841145	0.641505883	0.643363006	0.528213137	1.68701307	0.752747076	0.465831638	0.527255336	0.672152338	0.81371401	0.590683095	0.598011347	0.679058949	0.612341649	0.574899929	0.476942667	0.691279106
M662T286_pos	0.003515735	0.005857182	0.00533183	0.00797527	0.005141481	0.007259925	0.01070331	0.287188483	0.131322292	0.505635797	0.082233399	0.028897807	0.372676814	0.864414205	0.262193621	0.293316989	0.374686969	0.129198214	0.040934178	0.183029018	0.018292485
M344T170_pos	0.685100154	0.665483518	0.199465324	0.871363807	0.171946412	0.186509696	0.172321604	1.119956989	0.623823165	0.639423799	0.950346209	0.843547749	0.600436801	1.13470967	0.711978772	0.679922327	0.703646513	0.620274159	0.744140812	0.454180851	0.73150327
M457T238_pos	0.190428836	0.182678795	0.133053461	0.15870695	0.19417866	0.173189681	0.186723249	0.221233087	0.238659907	0.183203549	0.150697911	0.163357957	0.167489982	0.11815456	0.15061101	0.245268005	0.266978398	0.242100598	0.229087936	0.219767992	0.226565405
M750T274_pos	0.001735417	0.007159329	0.008370033	0.005849958	0.013487417	0.012047694	0.007978114	0.063434294	0.016894451	0.138814411	0.157892273	0.106093857	0.117367574	0.189118087	0.096802241	0.032202469	0.052371619	0.071582309	0.016882362	0.117654083	0.016053157
M441T44_pos	0.077223091	0.093140424	0.083938426	0.077124727	0.085580421	0.074784588	0.090194831	0.050406588	0.048601258	0.032974711	0.07101912	0.063109035	0.035412409	0.043489317	0.041314269	0.033873075	0.036665042	0.021221351	0.045340278	0.042423382	0.064322913
M585T269_pos	0.002370765	0.007957027	0.007710528	0.010351476	0.003954259	0.003875934	0.005074379	0.036262399	0.027253677	0.038641137	0.04462235	0.045536294	0.083806148	0.077462425	0.071647491	0.005161429	0.00518782	0.026874364	0.003963367	0.048797427	0.008189223
M578T276_pos	0.151508387	0.231085585	0.155559355	0.151054634	0.230895183	0.220774732	0.264281009	0.354852538	0.183590868	0.391508362	0.148531043	0.150377677	0.289277062	0.512129223	0.281014952	0.254047938	0.287641705	0.323835678	0.115032386	0.259963093	0.26135501
M276T144_pos	0.180639085	0.137018857	0.148000884	0.126843359	0.200587913	0.186062079	0.182923695	0.983287645	1.10137235	0.742303626	0.480119481	1.054048903	0.829898889	0.735826108	1.004853212	0.457577218	0.384656489	3.100830116	0.344154044	0.634415235	0.275597697
M441T272_pos	0.319093318	0.320996209	0.282918922	0.251859192	0.083014095	0.179102519	0.110302863	0.034837995	0.0558939	0.021192514	0.030092503	0.048571814	0.025336278	0.05104992	0.012622415	0.068099592	0.089954252	0.055181593	0.039645616	0.023896975	0.165490709
M586T618_pos	3.302559848	3.228737987	0.906770126	1.244731453	13.50538338	1.998347572	1.883594665	6.51995564	3.335084955	0.6855319	1.616368457	0.93034987	1.001149614	1.062326379	1.304363091	0.38268438	0.656339473	0.525760283	0.480276035	0.664385267	1.489351414
M529T526_pos	0.432592872	0.297559331	0.320145293	0.312752446	0.314929434	0.33785571	0.376744421	0.29255891	0.227148035	0.047041763	0.240172146	0.147450076	0.059047199	0.091940507	0.053773024	0.11761995	0.142060777	0.071813658	0.301899671	0.115182748	0.338357643
M304T166_pos	0.121529103	0.158452318	0.235578053	0.135179746	0.239596528	0.146967646	0.170306064	0.216736387	0.065054163	0.146716952	0.135796075	0.111288298	0.261915098	0.113162784	0.216940914	0.166991734	0.146339288	0.236832164	0.228773881	0.258895271	0.273954972
M388T250_pos	0.418739527	0.209846342	0.186998295	0.152404999	0.16069414	0.366173335	0.142892999	0.391465863	0.52659423	0.353639387	0.140703117	0.058224769	0.152925884	0.062536268	0.08429863	0.162119631	0.145765399	0.107371585	0.161039589	0.14597576	0.152794041
M462T645_pos	0.987781047	1.077910309	0.963386418	0.818964524	1.269617821	1.432135065	1.167536996	0.697502997	0.693803042	0.630851331	1.027988733	0.667807173	0.528717308	0.480883728	0.482274593	0.614211452	0.480220857	0.570133317	0.794474715	0.413142123	0.850635568
M738T766_pos	0.07072302	0.027288841	0.041665296	0.113297052	0.02088619	0.266071177	0.230561138	0.024794412	0.066356121	0.288446247	0.175038003	0.029001956	0.033265931	0.049760779	0.024228738	0.101239308	0.145812223	0.037150718	0.029195427	0.023745065	0.030788235
M827T719_pos	0.498096565	0.237247359	0.220956657	0.198197805	0.190737511	0.208561184	0.207507779	0.263276399	0.602484002	0.390135535	0.195199627	0.234192621	0.367359334	0.409370626	0.253920106	0.151392504	0.206456216	0.180944465	0.444155181	0.229522364	0.211019252
M362T578_pos	0.697239801	0.83215202	0.329772789	0.350907414	1.228299713	1.071397809	1.676677112	0.733166899	0.690513534	0.200318249	0.17294733	0.119546981	0.109739496	0.064011052	0.110182337	0.749299989	0.412507648	0.224253989	0.429217799	0.156484591	0.354148657
M265T624_pos	0.379420624	0.750579738	0.701623132	0.513791624	0.589206727	0.486072464	0.822153427	0.274662673	0.156583071	0.054383628	0.938559153	1.138469513	0.21377913	0.590166697	0.23891552	1.393159375	1.131619535	1.920782811	0.422582821	1.967479837	0.399128717
M410T344_pos	0.891692652	0.890504656	0.940655545	0.727044298	0.777784973	0.954208047	0.77527062	0.707021951	0.579314164	0.523970153	0.556508345	0.401339536	0.422340944	0.308385073	0.364966324	0.482116804	0.542306656	0.576087439	0.530665428	0.569662912	0.605703717
M586T84_pos	0.011099237	0.00740919	0.007755214	0.001933365	0.034769674	0.033014688	0.044841811	0.019795267	0.102023877	0.096864867	0.05377158	0.08959413	0.154255662	0.080085015	0.179734027	0.023625377	0.011963516	0.079341704	0.027041558	0.050915169	0.012368706
M225T440_pos	1.914205434	0.881309358	0.836347616	0.831286238	0.621418843	0.79560542	0.711521021	0.586080666	2.173868233	1.036468287	0.702475223	0.577453142	0.669253646	0.624324927	0.576254413	0.713013248	0.677322142	0.48199215	0.653408288	0.571893354	0.867376302
M461T244_pos	0.160720912	0.118509906	0.126853031	0.153232204	0.083878066	0.097848826	0.135672395	0.226953884	0.225325047	0.144681211	0.158951854	0.120344526	0.235292647	0.062419933	0.272179537	0.12850559	0.208007128	0.184005992	0.13178221	0.198441643	0.131440833
M546T319_pos	0.189108851	0.206251132	0.175701324	0.247012199	0.171212417	0.260355861	0.257806516	0.201265187	0.166182284	0.142389796	0.124192895	0.313915354	0.156456096	0.137332621	0.143888497	0.195863076	0.192415336	0.428362677	0.264661913	0.393489888	0.235894258
M822T764_pos	0.139468085	0.049514026	0.066912314	0.06334203	0.046034347	0.164199394	0.097843334	0.05728073	0.368784169	0.152893574	0.093224158	0.120982814	0.09385117	0.155047669	0.121876121	0.027789713	0.121725677	0.159086246	0.100585301	0.204476966	0.145366466
M585T248_pos	0.222447353	0.32106642	0.352595323	0.342392664	0.208735046	0.355281582	0.227422882	0.237476292	0.116659461	0.101493016	0.326227976	0.226964068	0.954084289	0.43540806	0.819453435	0.204762353	0.212133921	0.149680926	0.248425914	1.183667242	0.367308487
M119T493_pos	4.441819995	2.537258168	2.787427327	2.52912557	2.905585355	3.047882047	2.754750018	2.817757884	5.193476058	3.420453831	2.816486814	2.85273904	4.137443181	2.822733149	2.665011751	5.365301741	2.758056553	2.684230215	3.091682453	2.542676984	2.798863716
M942T273_pos	0.073957758	0.045162413	0.081822248	0.138875777	0.070780212	0.068677601	0.12559916	0.241194543	0.140910879	0.183311481	0.083199133	0.032797764	0.205837477	0.131698457	0.161671685	0.151380044	0.216990815	0.146888568	0.432925636	0.118112796	0.341839896
M319T310_pos	0.721100398	0.51978287	0.575526297	0.595531699	0.713690856	0.684017183	0.660818353	0.37140313	0.467030472	0.095272853	0.23310435	0.302474903	0.286837303	0.314536251	0.196286078	0.189345975	0.263371715	0.251248172	0.377849515	0.199933614	0.393601627
M372T296_pos	0.769048213	1.050991796	0.62405243	1.114455887	1.154696097	0.067710664	0.082031101	0.205727305	0.148413635	0.112036694	0.440856347	0.154395862	0.108030106	0.236375063	0.039665774	0.139845989	0.220238044	0.115408739	0.193829005	0.085029026	0.496096033
M472T367_pos	0.199569363	0.173017328	0.204796841	0.339435692	0.214700075	0.269563936	0.190268858	0.239600114	0.213847681	0.164097401	0.231122193	0.481082973	0.167259648	0.246093784	0.180363576	0.300524949	0.098239366	0.367623263	0.342814977	0.299224782	0.259074224
M657T768_pos	0.586311529	0.271420248	0.312066597	0.264224061	0.265676559	0.29314928	0.273074528	0.28189528	0.719559343	0.382825365	0.254138048	0.241020985	0.280723575	0.291896919	0.235891515	0.247303727	0.269841521	0.228866486	0.203976782	0.267635424	0.23324797
M877T762_pos	0.060714821	0.045823391	0.060517326	0.047684109	0.045569956	0.06409768	0.095220495	0.100428363	0.189317169	0.121869467	0.05617492	0.067383586	0.10207929	0.035149079	0.103683503	0.080055711	0.051160438	0.062030129	0.075909367	0.103883952	0.061128302
M250T243_pos	0.201831258	0.189545505	0.188693793	0.11609032	0.134673419	0.189887635	0.14943977	0.149278153	0.28540296	0.207914679	0.195289805	0.179346615	0.379878726	0.371259304	0.500884806	0.164461061	0.09051339	0.157794825	0.137187416	0.229592994	0.156048378
M206T233_pos	0.933035671	1.196322596	0.760080308	0.15763313	0.252056126	0.844043438	0.704788051	0.201169401	0.289860758	0.11458568	0.216520637	0.223078587	0.153082534	0.128951474	0.164644255	0.227146241	0.192560672	0.140385777	0.229397907	0.135347361	0.407891076
M959T50_pos	0.001898146	0.001483164	0.004035397	0.006182005	0.002572081	0.005660173	0.013456314	0	0	0.007187758	0.03231271	0.006967404	0.045143422	0.008263686	0.035953811	0.036540822	0.008498327	0.160507108	0.001637016	0.144418559	0
M924T261_pos	0.069576551	0.061406154	0.05872516	0.074732655	0.047762354	0.063051796	0.054919662	0.154807777	0.069277947	0.101278579	0.205049633	0.182903843	0.174708019	0.188735252	0.184441152	0.046567478	0.087229213	0.19636238	0.048736575	0.142099099	0.045873026
M235T575_pos	1.277565223	0.641723188	0.609147186	0.626955502	0.647482318	0.659181995	0.67566858	0.632170289	1.798393236	0.88920064	0.622483466	0.603038124	0.62475641	0.690364929	0.628816458	0.615512065	0.613197115	0.622843998	0.543805907	0.620439934	0.654446988
M529T772_pos	0.351602355	0.186944015	0.158312699	0.211882301	0.179151372	0.230195648	0.21792925	0.204230251	0.578802915	0.247625054	0.208672545	0.174515273	0.17101176	0.167585552	0.181866981	0.146547998	0.208062685	0.163569128	0.156941251	0.200343989	0.18302918
M963T247_pos	0.024588516	0.072199077	0.058240482	0.092645875	0.039801453	0.065642827	0.072799502	0.116231929	0.073230092	0.130274428	0.100099289	0.168138424	0.147549776	0.151504508	0.174060547	0.051947522	0.056401591	0.101988799	0.057488913	0.075130514	0.061274155
M335T402_pos	0.578886717	0.552846754	0.662731841	0.965453808	1.647463666	1.779645166	1.871286053	3.294085017	2.625773261	1.573112263	1.120630979	4.305472358	1.112394608	2.050562321	1.381087317	1.819105241	2.426562767	3.992916392	0.955507805	3.313434208	0.649362367
M496T322_pos	2.18450612	1.35940555	1.203919626	3.376618418	4.754837533	0.339965463	0.30588636	3.601294509	3.598557437	8.867894881	9.060048044	13.70290112	7.12529372	5.792234408	25.88243018	1.989244285	2.729964771	10.65729966	2.290957018	7.582064945	1.845652568
M107T45_pos	0.111654785	0.078138768	0.10884892	0.276923624	0.086550311	0.094431236	0.120285242	0.038714897	0.114337535	0.169678572	0.11336699	0.055242399	0.100677741	0.095867244	0.04795903	0.019544485	0.051499332	0.026533418	0.03535579	0.088960089	0.038997441
M605T343_pos	0.205959673	0.088866264	0.097338821	0.107134822	0.097655395	0.226152808	0.181827407	0.090960973	0.107634825	0.130068233	0.150190836	0.20532206	0.366223403	0.226031931	0.299856798	0.070305504	0.076679193	0.152111091	0.121718546	0.243511696	0.160551425
M227T624_pos	0.070537976	0.065949395	0.058368448	0.050059313	0.056759213	0.056105039	0.067036565	0.044301298	0.21374609	0.038963376	0.070159289	0.075209293	0.036742972	0.140087617	0.036224151	0.092064448	0.089545071	0.113774044	0.045175868	0.105143222	0.045810806
M387T449_pos	1.502406995	1.385978105	1.682775978	1.887645906	0.918768377	0.985043071	1.230175409	1.241390637	1.426261116	0.610127376	0.754838984	1.162141296	0.650808711	1.524918802	0.691100168	0.383840768	0.355656315	0.501163045	0.231675193	0.484294254	0.60373911
M168T52_pos	0.488215159	0.256289909	0.270515771	0.309858009	0.295537585	0.320057653	0.321285412	0.175116222	0.50563756	0.195103471	0.342159507	0.313598245	0.056812936	0.290362323	0.192439567	0.100420324	0.149747572	0.253227679	0.044876241	0.209546546	0.187820865
M481T247_pos	0.27234056	0.136550924	0.391372527	0.433992209	0.12573721	0.202827883	0.296804285	0.472192026	0.486565584	0.39290087	0.454511326	0.378443306	0.403675938	0.549553902	0.288173285	0.25680395	0.381385951	0.339021603	0.182201326	0.562231815	0.817016312
M669T50_pos	0.122027885	0.150509554	0.055283829	0.093902413	0.088760503	0.182690784	0.116362116	0.058453892	0.034855458	0.05541921	0.082509319	0.052837641	0.057266017	0.06442721	0.050614656	0.032491208	0.048897807	0.07347295	0.01295698	0.050725235	0.050546276
M641T331_pos	0.112514332	0.260857542	0.243692664	0.181145864	0.506726777	0.488871036	0.365273992	0.176319536	0.111742417	0.030124	0.239972647	0.373061709	0.050931241	0.247844707	0.088523935	0.030006019	0.045267758	0.039348089	0.055654288	0.029609508	0.078176588
M286T589_pos	0.464121875	0.304017958	0.303983363	0.447782272	1.115703337	1.40086386	1.173734903	0.399696129	0.468756876	0.245171343	0.197052238	0.297958027	0.255827167	0.327950606	0.278686766	0.212916134	0.233869472	0.197615952	0.094997017	0.311229185	0.11005043
M429T527_pos	0.278294307	0.216735049	0.233030425	0.260284954	0.287994499	0.262827233	0.272269894	0.149852784	0.106208538	0.050351546	0.142622294	0.048579992	0.069260639	0.043710856	0.039592325	0.179117214	0.047910048	0.029423761	0.213791544	0.037463905	0.235682948
M575T254_pos	0.653468374	0.613664324	0.725415661	0.714368871	0.46395139	0.354304446	0.370786755	0.357049145	0.612117197	0.625860556	0.373191577	0.495428265	0.828574509	0.40268784	0.860806019	0.497153807	0.480497631	0.54732233	0.431324692	0.556764463	0.498538287
M634T627_pos	0.398458899	0.231223973	0.347608107	0.267514723	0.255479854	0.29407637	0.277932907	0.291804006	0.419941753	0.243477235	0.24133136	0.279656225	0.257988294	0.382341057	0.237783345	0.251834925	0.280334256	0.23169551	0.256068718	0.437563066	0.269928795
M373T438_pos	83.85062468	87.00767878	82.06069313	73.00400286	159.668388	139.859002	148.1409078	179.3460873	315.9148786	188.423279	143.682882	185.4066485	142.4881097	171.3300443	198.0226828	121.2700276	129.7242959	231.7853196	87.63247541	181.1589831	83.41319027
M791T252_pos	0.480537895	0.45672549	0.434464659	0.816198855	0.289060818	0.301460608	0.45334658	0.667315606	0.53029144	0.523716677	0.30796345	0.304097645	0.704739234	0.399918432	0.822634647	0.481976969	0.724411604	0.483770701	0.719750174	0.347868312	0.574955333
M289T54_pos	2.231744536	1.609011445	1.678802381	1.346370505	0.933421312	1.320334272	1.448937426	0.623712446	1.68927718	0.857109377	0.510954912	0.599905602	0.718307154	0.459178637	0.626882755	0.792428133	0.805416929	0.777104676	0.685187134	0.81930349	1.174473133
M643T262_pos	1.292963551	1.25867382	0.953153547	1.308746537	0.779007227	1.06820618	1.481838486	2.460287589	2.907242994	2.361833744	1.721975098	1.61680958	2.349575367	2.04160836	1.963049903	1.405236854	1.808944632	1.182025046	1.268806482	1.832053174	1.143363746
M889T321_pos	0	0.00412402	0	0.008424858	0	0	0	0.106718186	0.081489134	0.06746569	0.03014506	0.037020244	0.218465081	0.109265087	0.219260647	0.009368217	0.047100292	0.053461409	0.006138602	0.072169066	0.003938249
M387T484_pos	0.390974217	0.329986732	0.288463768	0.246532727	0.432469456	0.327419751	0.319722165	0.34169375	0.475931624	0.367878919	0.374824948	0.326483774	0.415849602	0.373182116	0.278382551	0.265437519	0.451832992	0.321726332	0.424876983	0.26582767	0.370707628
M376T321_pos	0.080572246	0.062145654	0.058744881	0.141152646	0.026956439	0.030235699	0.044094572	0.135881587	0.130901982	0.101755218	0.088605559	0.036357517	0.148901847	0.076640551	0.140390169	0.097726983	0.138331436	0.066645676	0.110723781	0.065173581	0.097647245
M878T307_pos	0.020239117	0.031754272	0.021817119	0.073138024	0.02368938	0.059815019	0.026661084	0.020671306	0.025352475	0.034643837	0.049923548	0.020994444	0.062190854	0.043476194	0.020696117	0.030472812	0.030459648	0.065013184	0.073040465	0.108472757	0.106510481
M192T54_pos	0.591733654	0.360527028	0.360999336	0.22824481	0.454966106	0.424127153	0.36762238	0.115014952	0.159014673	0.086828676	0.135955311	0.143142926	0.124447762	0.081105543	0.085641989	0.098132805	0.165020521	0.159826818	0.141133398	0.152872967	0.366259748
M379T663_pos	0.104099086	0.107214551	0.107752042	0.176920035	0.078153872	0.104612423	0.105018551	0.198936211	0.127966307	0.38648164	0.474410135	0.420608599	0.288075071	1.097955562	0.99273453	0.083267045	0.153808591	0.363395765	0.101175744	0.445671874	0.098666524
M605T736_pos	0.345843955	0.045599716	0.057943763	0.039051766	0.24087682	0.149979132	0.049959067	0.013544981	0.810911801	0.099274569	0.087110415	0.286559536	0.361819962	0.333183384	0.489533599	0.036132867	0.017221086	0.140288734	0.127552385	1.226851573	0.338627003
M526T480_pos	0.093957155	0.172714418	0.096678415	0.18877394	0.216547256	0.160440478	0.175006168	1.269882787	1.142890075	0.71709649	1.290863658	2.218529348	1.057155127	1.735833997	1.533906882	0.257973602	0.203539727	0.309716462	0.481782877	0.624897928	0.605302313
M93T608_pos	0.042415814	0.027153684	0.020971679	0.025201746	0.022734217	0.023284664	0.022621649	0.023526129	0.060718283	0.031220269	0.024601268	0.028307154	0.02143342	0.027141002	0.038991721	0.030533568	0.035302578	0.024496169	0.028495943	0.03153673	0.023769936
M583T315_pos	0.0545312	0.049647131	0.070248948	0.077061269	0.20088397	0.02826476	0.048766114	0.136690107	0.092525981	0.099016271	0.111040167	0.278246934	0.209199219	0.321210612	0.107776891	0.081664153	0.08394431	0.060771713	0.12533963	0.051138381	0.105124017
M446T457_pos	0.132859321	0.345616829	0.476569229	0.168587126	0.086036163	0.061189452	0.056718471	0.591958479	0.375611132	0.432412943	0.515446802	0.396184673	0.205964464	0.450179435	0.127043152	0.292236499	0.330348984	0.605718592	0.642282165	0.400797002	0.531119135
M261T725_pos	0.055338272	0.052231713	0.044121959	0.040540813	0.044170816	0.042905071	0.044173534	0.027563686	0.04032793	0.022749049	0.031593416	0.02518664	0.019146529	0.020540782	0.01371422	0.024064124	0.020642282	0.021621931	0.032187856	0.028951092	0.030227073
M459T171_pos	0.035399118	0.085231334	0.107273068	0.03803262	0.074300495	0.093724748	0.083997811	0.131622221	0.02227261	0.079530349	0.13063529	0.153088628	0.098997779	0.131004468	0.066781174	0.080780695	0.049261096	0.092048906	0.154092586	0.085440894	0.148466551
M439T295_pos	0.576862554	0.381741727	0.309963952	0.406717352	0.440350011	0.409194522	0.450899209	0.238730794	0.258458604	0.15294603	0.169159234	0.183630198	0.119982709	0.132769135	0.121505234	0.249729542	0.230680389	0.245593003	0.202706491	0.269460776	0.274235236
M509T228_pos	0.957689474	0.793470565	0.831504587	0.981308388	1.053458273	0.952411308	1.157408654	0.857385061	1.024925066	0.750198516	0.632130888	1.122146974	0.903879484	0.838785821	1.049941784	0.843632402	0.834922081	0.984225317	0.981367886	0.912964594	0.920570026
M393T84_pos	0.030473439	0.024118417	0.021654859	0.011929094	0.020103933	0.010379843	0.029052565	0.027262876	0.043078612	0.014947836	0.131579303	0.112747282	0.030907568	0.116410017	0.049621868	0.077971534	0.074665017	0.092456722	0.022984377	0.013322527	0.024035916
M402T247_pos	0.045039752	0.029665933	0.038119256	0.044041142	0.039428837	0.047965228	0.046716943	0.037398923	0.040434632	0.03122935	0.041955609	0.055583879	0.055031474	0.04148325	0.053204457	0.042187053	0.018002926	0.074152093	0.044016981	0.040395321	0.037618209
M471T340_pos	0.497100484	0.083111387	0.066291685	0.20636048	1.166801295	0.956427778	1.028644215	0.118673605	0.137080011	0.102281314	0.031509374	0	0.085908838	0.083318074	0.090158791	0.100807777	0.108499124	0	0.092259416	0	0.258298131
M437T755_pos	0.232448401	0.104885047	0.138238489	0.104011907	0.196908242	0.118356361	0.147945916	0.076228414	0.265602139	0.119936399	0.095140062	0.104755444	0.105793457	0.128456638	0.078826051	0.074480874	0.072072818	0.105842682	0.081698939	0.067454759	0.053599922
M310T687_pos	1.428166688	0.685945032	0.674000492	0.66822073	0.632231874	0.678988045	0.659495699	0.718084031	2.037854354	1.017145896	0.668596411	0.655326118	0.651088206	0.590980294	0.656215815	0.643543895	0.657838161	0.690460806	0.541946553	0.645036024	0.653764382
M680T282_pos	0.010160519	0.024197229	0.031217129	0.016308625	0.028844397	0.042742485	0.027606115	0.046883768	0.006231572	0.005184511	0.024418224	0.102596286	0.064157241	0.118164242	0.082526749	0.009458959	0.019773457	0.019587152	0.419888898	0.034297271	0.39866766
M71T41_pos	0.243435722	0.173524042	0.084760313	0.087387514	0.19480977	0.109515493	0.16258313	0.180719687	0.395953456	0.210758724	0.28088045	0.217427249	0.200627995	0.171839287	0.175959106	0.124354158	0.208780394	0.145654221	0.231914646	0.183885271	0.181777519
M353T402_pos	4.843346719	4.476700055	5.232631496	9.055453982	14.14853303	15.03032954	15.92608225	28.50454033	23.37458384	12.92110249	9.230816245	36.83807773	9.362021744	17.33452974	12.24092252	15.46041649	21.26346484	34.69991732	7.798093041	28.10683249	4.966705973
M377T402_pos	1.049513715	1.199002108	1.287432732	0.861729753	1.119797634	1.447806691	1.250852733	0.698115505	0.596587188	0.54938545	0.609976715	0.353707023	0.294551025	0.269509686	0.318039618	0.481489184	0.553685255	0.76471282	0.72236518	0.699975511	0.930871969
M441T260_pos	1.476671789	1.729475389	1.894552102	1.133569362	1.992377857	2.138705492	1.939786552	1.681266374	1.883972515	1.598630897	1.939915052	2.351387925	1.870845721	1.346034323	2.299938982	1.623886497	1.558006382	2.338914439	1.287700881	2.613848404	1.805515961
M630T239_pos	0.147737259	0.191243687	0.168695006	0.145774967	0.118804798	0.214535855	0.165499309	0.246876599	0.210469138	0.263233818	0.128388643	0.271746747	0.232329427	0.212949084	0.12610272	0.227424212	0.252460781	0.141437207	0.104505703	0.161890065	0.250480493
M687T697_pos	0.957440545	0.723775722	0.615838201	0.614314867	0.602649474	0.578085777	0.658229867	0.688933671	0.954747858	0.597312716	0.629513973	0.549475832	0.442724542	0.372286334	0.485436663	0.395513489	0.453839377	0.453264732	0.54592781	0.413163408	0.630864304
M962T246_pos	0.114503503	0.044233965	0.036739311	0.132748974	0.039608592	0.053114909	0.047027738	0.235729527	0.206659077	0.29747139	0.243250469	0.158278254	0.314840442	0.275928132	0.179890444	0.089557585	0.125369142	0.232681614	0.076041254	0.424717018	0.044562188
M380T477_pos	0.326940018	0.781182058	0.404264466	0.178138231	0.094340359	1.184673928	1.936922814	0.018174908	0.027316106	0.008098692	0.027011297	0.018024375	0.003331998	0.012176906	0.006508572	0.030177705	0.019572039	0.01037866	0.0382822	0.010405077	0.31807724
M727T255_pos	0.042532943	0.092749498	0.151941121	0.161266279	0.143046337	0.129032075	0.137391634	0.136373674	0.087925809	0.171723356	0.170617804	0.109230294	0.237385227	0.241502998	0.253662555	0.096137975	0.102416895	0.105032488	0.181396538	0.149685269	0.158234969
M952T779_pos	0.122170275	0	0.06306577	0.090802734	0.08588688	0.089276772	0.08421044	0.06218921	0.15115116	0	0	0.068152731	0.091590717	0.087360038	0.085472375	0.059823921	0.092438957	0.058830697	0.079993703	0.045087184	0.089787072
M291T49_pos	0.534657088	0.463003264	0.438372207	0.312945379	0.40429126	0.311957156	0.371547921	0.319907222	0.560509981	0.319239765	0.173199863	0.171470692	0.272332405	0.234064558	0.278509474	0.253896915	0.29010254	0.15720585	0.221888283	0.259881067	0.291990072
M359T402_pos	7.243918216	8.63488704	9.537645988	6.50309864	7.956484571	10.76094795	9.187480457	5.252810497	3.996683596	3.867551731	4.228973149	2.396227418	1.937777411	1.792429064	2.209132304	3.440291065	3.842822205	5.65994542	5.163797967	5.245083697	6.845921101
M301T451_pos	0.791278808	0.66236521	0.788216188	0.813807391	0.88033404	0.895590009	0.905947454	0.415892752	0.235613311	0.260004399	0.48029641	0.335578477	0.457880275	0.318370235	0.396441219	0.355571058	0.199741031	0.265134782	0.451801625	0.401765924	0.551285432
M521T265_pos	0.081948158	0.085134158	0.091516253	0.06975585	0.022333799	0.060985086	0.040929529	0.094646673	0.106813612	0.095242477	0.053866126	0.048147508	0.077191666	0.055038219	0.073916614	0.064863852	0.078354247	0.081232225	0.084506321	0.085116312	0.077711396
M571T276_pos	0.112844764	0.040696272	0.047699607	0.06962223	0.643591447	0.032723433	0.035900706	0.53128487	0.407675596	0.811728581	0.372458202	0.276057205	0.81945497	0.266931617	0.831337741	0.418771958	0.44094285	0.513877261	0.03315919	0.771687803	0.153427603
M549T720_pos	1.53942632	0.708951593	0.720060458	0.657846009	0.670446786	0.241537715	0.673909046	0.614188056	1.992925227	0.934241952	0.657229236	0.598853858	0.584659786	0.109522298	0.480805402	0.618515512	0.556164832	0.610401355	0.428531684	0.587053032	0.581638221
M661T277_pos	1.817646442	1.923188741	1.809911574	3.527165806	1.042033575	1.478705994	1.956700136	2.810001906	1.651182579	1.939600405	2.646774342	1.984894732	3.101686775	2.616351341	3.845173032	1.753449341	2.625392447	2.180941799	2.632893818	1.613112765	1.986764978
M244T53_pos	0.635344745	0.979866361	0.849579653	0.88449368	1.307379949	1.330088375	1.083036444	0.684308743	0.899775739	0.879130997	0.34428954	0.46953158	0.663646256	0.781561189	0.423604634	0.541935062	0.240765899	0.404671861	0.356610727	0.189455012	0.961553182
M113T49_pos	0.979502504	0.434787023	0.401349678	0.27028543	0.619580463	0.64234945	0.809627298	0.383582177	1.074065926	0.71894266	0.477210463	0.824611249	0.482682659	1.111847909	0.467432118	0.412543223	0.508996864	0.65430122	0.50037781	0.532676397	0.832884088
M337T653_pos	0.143850092	0.126234907	0.131975588	0.116409175	0.120024878	0.116118617	0.108669045	0.130132652	0.174794716	0.127142445	0.115149215	0.116485066	0.125976859	0.112064346	0.12575464	0.120770384	0.118542894	0.114407133	0.122657881	0.123570728	0.124521018
