Group,Concentration
Control,471.791
Control,665.184
Control,833.337
Control,768.116
Control,1285.721
Control,1514.655
Control,1197.672
Control,1209.859
DSS,55.93
DSS,91.852
DSS,15.01
DSS,84.498
DSS,29.24
DSS,58.565
DSS,27.003
P.goldsteinii,67.426
P.goldsteinii,65.722
P.goldsteinii,80.365
P.goldsteinii,89.072
P.goldsteinii,150.586
P.goldsteinii,365.421
P.goldsteinii,764.162
P.goldsteinii,76.373
P.goldsteinii,604.316
