Group,Concentration
Control,1284.924 
Control,1396.080 
Control,1392.691 
Control,1337.743 
Control,1820.132 
Control,2147.328 
Control,1793.393 
Control,1732.888 
DSS,2090.670 
DSS,2091.642 
DSS,1630.827 
DSS,1965.171 
DSS,1455.716 
DSS,1762.117 
DSS,2032.119 
P.goldsteinii,1945.609 
P.goldsteinii,1615.274 
P.goldsteinii,1682.755 
P.goldsteinii,772.467 
P.goldsteinii,1160.817 
P.goldsteinii,1693.544 
P.goldsteinii,1360.484 
P.goldsteinii,2362.579 
P.goldsteinii,1483.040 
