Group,Concentration
Control,8.443 
Control,8.306 
Control,9.011 
Control,8.344 
Control,17.842 
Control,8.685 
Control,8.867 
Control,8.564 
DSS,9.358 
DSS,10.622 
DSS,17.589 
DSS,54.112 
DSS,22.217 
DSS,22.973 
DSS,40.360 
P.goldsteinii,13.160 
P.goldsteinii,9.069 
P.goldsteinii,8.348 
P.goldsteinii,13.610 
P.goldsteinii,17.102 
P.goldsteinii,8.898 
P.goldsteinii,8.399 
P.goldsteinii,16.848 
P.goldsteinii,8.504 
